NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT04466098,"['D000004194', 'D000010335', 'D000008171', 'D000012140', 'D000012141', 'D000012120', 'D000007235', 'D000007232', 'D000055370']","['Disease', 'Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Lung Injury']","['BC02', 'All', 'BC08', 'BC23', 'BC16', 'BC26', 'BC01', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Bacterial and Fungal Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Pneumonia', 'Syndrome', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M12487', 'M14938', 'M13548', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561', 'M13540', 'M24456', 'M8862', 'M8859', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'low', 'high', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000011014', 'D000012127', 'D000012128', 'D000055371', 'D000013577']","['Pneumonia', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Syndrome']"
NCT04384445,"['D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000014777', 'D000055370', 'D000003333', 'D000030341', 'D000012327', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Virus Diseases', 'Lung Injury', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Infection', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Corona Virus Infection', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M13548', 'M4951', 'M16105', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M5138', 'M22269', 'M13732', 'M13561', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Virus Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000007239', 'D000018352', 'D000045169', 'D000012127', 'D000012128', 'D000055371']","['Infection', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury']"
NCT04487886,"['D000008171', 'D000012140', 'D000012141', 'D000003333', 'D000030341', 'D000012327', 'D000014777']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Pneumonia', 'Coronavirus Infection']","['M19074', 'M24032', 'M12487', 'M8866', 'M4951', 'M14938', 'M9751', 'M13560', 'M13561', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Infection', 'Communicable Diseases', 'Syndrome', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169', 'D000011014']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia']"
NCT04340050,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04409873,"['D000003333', 'D000030341', 'D000012327', 'D000012141', 'D000012140', 'D000009057', 'D000010038']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Stomatognathic Diseases', 'Otorhinolaryngologic Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC07', 'BC09', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Mouth and Tooth Diseases', 'Ear, Nose, and Throat Diseases', 'Rare Diseases']","['Coronavirus', 'Severe Acute Respiratory Syndrome', 'Virus Disease', 'Pharyngeal Diseases', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'M16105', 'M12098', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'M10600', 'M11544', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Pharyngeal Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Stomatognathic Diseases', 'Otorhinolaryngologic Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000014777', 'D000045169', 'D000010608']","['Coronavirus Infections', 'Virus Diseases', 'Severe Acute Respiratory Syndrome', 'Pharyngeal Diseases']"
NCT04494386,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Infection', 'Infection', 'Corona Virus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M14938', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04433078,0,0,0,0,0,0,0,0,0,0
NCT04540120,"['D000004194', 'D000010335']","['Disease', 'Pathologic Processes']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",Syndrome,M14938,Syndrome,high,D000013577,Syndrome
NCT04490239,0,0,0,0,0,0,0,0,0,0
NCT04459702,"['D000008171', 'D000012140', 'D000012141', 'D000003333', 'D000030341', 'D000012327', 'D000014777']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Coronavirus Sars-Associated', 'Pneumonia', 'Infection', 'Infection', 'Coronavirus Sars-Associated']","['M19074', 'M24032', 'M12487', 'M8866', 'M4951', 'M16105', 'M14938', 'M9751', 'M13560', 'M13561', 'M5138', 'M22269', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169', 'D000011014']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia']"
NCT04482686,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Corona Virus Infection', 'Infection', 'Infection', 'Corona Virus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M14938', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04335084,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Corona Virus Infection', 'Infection', 'Infection', 'Corona Virus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M14938', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04478071,"['D000004194', 'D000010335', 'D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000055370', 'D000012141']","['Disease', 'Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Lung Injury', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Coronavirus', 'Coronavirus Infection', 'Syndrome', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Coronavirus Infection', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M13548', 'M4951', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000018352', 'D000045169', 'D000012127', 'D000012128', 'D000055371', 'D000013577']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Syndrome']"
NCT04374565,"['D000008171', 'D000012140', 'D000012141', 'D000014777', 'D000003333', 'D000030341', 'D000012327']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Virus Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Corona Virus Infection', 'Corona Virus Infection', 'Pneumonia', 'Infection', 'Corona Virus Infection']","['M19074', 'M24032', 'M12487', 'M8866', 'M4951', 'M16105', 'M14938', 'M9751', 'M13560', 'M13561', 'M5138', 'M22269', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Syndrome', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000018352', 'D000045169', 'D000011014']","['Infection', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia']"
NCT04342169,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Coronavirus Infection', 'Infectious Disease', 'Infectious Disease', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000003141', 'D000007239', 'D000018352', 'D000045169']","['Communicable Diseases', 'Infection', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04513158,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",Infection,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['high', 'low']",D000007239,Infection
NCT04439006,"['D000001855', 'D000006402', 'D000000740', 'D000001796', 'D000007160', 'D000007154', 'D000006942', 'D000007964', 'D000007960', 'D000007239', 'D000009784']","['Bone Marrow Diseases', 'Hematologic Diseases', 'Anemia', 'Blood Protein Disorders', 'Immunoproliferative Disorders', 'Immune System Diseases', 'Hypergammaglobulinemia', 'Leukocytosis', 'Leukocyte Disorders', 'Infection', 'Occupational Diseases']","['BC23', 'All', 'BC01', 'BC15', 'BC04', 'BC20', 'BC24', 'Rare']","['Symptoms and General Pathology', 'All Conditions', 'Bacterial and Fungal Diseases', 'Blood and Lymph Conditions', 'Cancers and Other Neoplasms', 'Immune System Diseases', 'Occupational Diseases', 'Rare Diseases']","['Myelodysplastic Syndrome', 'Aplastic Anemia', 'Monoclonal gammopathy of undetermined significance', 'Infection Laboratory-', 'Lymphocytosis', 'Monoclonal Gammopathy', 'Myelodysplastic Syndrome', 'Aplastic Anemia', 'Monoclonal gammopathy of undetermined significance']","['M14938', 'M8866', 'M2651', 'M10728', 'M2652', 'M4951', 'M12747', 'M10545', 'M9360', 'M9798', 'M11761', 'M3716', 'M8073', 'M3659', 'M8789', 'M8783', 'M8576', 'M9550', 'M9546', 'M11302', 'T4004', 'T460', 'T3878']","['Syndrome', 'Infection', 'Anemia', 'Myelodysplastic Syndromes', 'Anemia, Aplastic', 'Communicable Diseases', 'Preleukemia', 'Monoclonal Gammopathy of Undetermined Significance', 'Laboratory Infection', 'Lymphocytosis', 'Paraproteinemias', 'Bone Marrow Diseases', 'Hematologic Diseases', 'Blood Protein Disorders', 'Immunoproliferative Disorders', 'Immune System Diseases', 'Hypergammaglobulinemia', 'Leukocytosis', 'Leukocyte Disorders', 'Occupational Diseases', 'Myelodysplastic Syndromes', 'Aplastic Anemia', 'Monoclonal Gammopathy of Undetermined Significance']","['low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000007757', 'D000009369', 'D000009190', 'D000000741', 'D000010265', 'D000008998', 'D000008218']","['Laboratory Infection', 'Neoplasms', 'Myelodysplastic Syndromes', 'Anemia, Aplastic', 'Paraproteinemias', 'Monoclonal Gammopathy of Undetermined Significance', 'Lymphocytosis']"
