NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT03488264,"['D000000745', 'D000000743', 'D000000740', 'D000006402', 'D000006453', 'D000030342']","['Anemia, Hemolytic, Congenital', 'Anemia, Hemolytic', 'Anemia', 'Hematologic Diseases', 'Hemoglobinopathies', 'Genetic Diseases, Inborn']","['BC15', 'BC16', 'All', 'BC23', 'BXM', 'Rare']","['Blood and Lymph Conditions', 'Diseases and Abnormalities at or Before Birth', 'All Conditions', 'Symptoms and General Pathology', 'Behaviors and Mental Disorders', 'Rare Diseases']","['Sickle Cell Disease', 'Quality of Life', 'Sickle Cell Disease']","['M2666', 'M2651', 'M8130', 'M2654', 'M2656', 'M8073', 'M8122', 'M22270', 'T6043', 'T5241']","['Anemia, Sickle Cell', 'Anemia', 'Hemolysis', 'Anemia, Hemolytic', 'Anemia, Hemolytic, Congenital', 'Hematologic Diseases', 'Hemoglobinopathies', 'Genetic Diseases, Inborn', 'Quality of Life', 'Sickle Cell Anemia']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']",D000000755,"Anemia, Sickle Cell"
NCT01873482,"['D000014777', 'D000009135', 'D000009140', 'D000004679', 'D000002493', 'D000009422', 'D000009468']","['Virus Diseases', 'Muscular Diseases', 'Musculoskeletal Diseases', 'Encephalomyelitis', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Neuromuscular Diseases']","['BXM', 'All', 'BC23', 'BC02', 'BC05', 'BC10']","['Behaviors and Mental Disorders', 'All Conditions', 'Symptoms and General Pathology', 'Viral Diseases', 'Muscle, Bone, and Cartilage Diseases', 'Nervous System Diseases']",Chronic Fatigue Syndrome,"['M5641', 'M5644', 'M14938', 'M2905', 'M6947', 'M16843', 'M16105', 'M10675', 'M10680', 'M6425', 'M4325', 'M10994']","['Depression', 'Depressive Disorder', 'Syndrome', 'Anxiety Disorders', 'Fatigue', 'Fatigue Syndrome, Chronic', 'Virus Diseases', 'Muscular Diseases', 'Musculoskeletal Diseases', 'Encephalomyelitis', 'Central Nervous System Diseases', 'Neuromuscular Diseases']","['low', 'low', 'low', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low']",D000015673,"Fatigue Syndrome, Chronic"
NCT02829073,"['D000006311', 'D000004427', 'D000010038', 'D000012678', 'D000009461', 'D000009422']","['Hearing Disorders', 'Ear Diseases', 'Otorhinolaryngologic Diseases', 'Sensation Disorders', 'Neurologic Manifestations', 'Nervous System Diseases']","['BC09', 'BC10', 'BC23', 'All']","['Ear, Nose, and Throat Diseases', 'Nervous System Diseases', 'Symptoms and General Pathology', 'All Conditions']",Tinnitus,"['M15352', 'M7983', 'M6184', 'M11544', 'M14073', 'M10987']","['Tinnitus', 'Hearing Disorders', 'Ear Diseases', 'Otorhinolaryngologic Diseases', 'Sensation Disorders', 'Neurologic Manifestations']","['high', 'low', 'low', 'low', 'low', 'low']",D000014012,Tinnitus
NCT01369030,"['D000019964', 'D000001523']","['Mood Disorders', 'Mental Disorders']","['BXM', 'All']","['Behaviors and Mental Disorders', 'All Conditions']","['Depressive Disorder', 'Major Depressive Disorder']","['M5641', 'M5644', 'M5643', 'M20419', 'M3396', 'M13056']","['Depression', 'Depressive Disorder', 'Depressive Disorder, Major', 'Mood Disorders', 'Mental Disorders', 'Psychotic Disorders']","['low', 'high', 'high', 'low', 'low', 'low']","['D000003866', 'D000003865']","['Depressive Disorder', 'Depressive Disorder, Major']"
NCT01568424,"['D000006331', 'D000002318']","['Heart Diseases', 'Cardiovascular Diseases']","['BC14', 'All']","['Heart and Blood Diseases', 'All Conditions']",Right Ventricular Failure,"['M8004', 'M8002']","['Heart Failure', 'Heart Diseases']","['high', 'low']",D000006333,Heart Failure
NCT02406599,0,0,"['BC04', 'BC17', 'All']","['Cancers and Other Neoplasms', 'Skin and Connective Tissue Diseases', 'All Conditions']",0,M3802,Breast Neoplasms,low,0,0
NCT03965195,"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Orthomyxoviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'BC08', 'All', 'BC01']","['Viral Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Influenza,"['M8878', 'M8866', 'M4951', 'M11485', 'M16105', 'M13732', 'M13561', 'M13560']","['Influenza, Human', 'Infection', 'Communicable Diseases', 'Orthomyxoviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000007251,"Influenza, Human"
NCT01368549,"['D000009468', 'D000009422']","['Neuromuscular Diseases', 'Nervous System Diseases']","['BC18', 'BC19', 'All', 'BC10']","['Nutritional and Metabolic Diseases', 'Gland and Hormone Related Diseases', 'All Conditions', 'Nervous System Diseases']",Peripheral Neuropathy,"['M5698', 'M12015', 'M10994']","['Diabetes Mellitus', 'Peripheral Nervous System Diseases', 'Neuromuscular Diseases']","['low', 'high', 'low']",D000010523,Peripheral Nervous System Diseases
NCT01370954,"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072', 'D000002561', 'D000002537', 'D000020765', 'D000056784', 'D000001161', 'D000001157', 'D000014652', 'D000002318', 'D000019954', 'D000009461']","['Dementia', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Tauopathies', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Mental Disorders', 'Cognition Disorders', 'Cerebrovascular Disorders', 'Intracranial Arteriosclerosis', 'Intracranial Arterial Diseases', 'Leukoencephalopathies', 'Arteriosclerosis', 'Arterial Occlusive Diseases', 'Vascular Diseases', 'Cardiovascular Diseases', 'Neurobehavioral Manifestations', 'Neurologic Manifestations']","['BXM', 'All', 'BC10', 'BC14', 'BC23', 'Rare']","['Behaviors and Mental Disorders', 'All Conditions', 'Nervous System Diseases', 'Heart and Blood Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Mild Cognitive Impairment', ""Alzheimer's Disease"", 'Vascular Dementia', 'Memory Loss', 'Memory Loss', ""Alzheimer's Disease""]","['M28292', 'M2466', 'M5487', 'M16444', 'M2566', 'M10135', 'M3786', 'M4325', 'M21586', 'M20142', 'M20420', 'M3396', 'M13056', 'M4884', 'M4393', 'M3050', 'M4369', 'M21105', 'M27178', 'M3046', 'M15983', 'M20410', 'M10987', 'T2198']","['Cognitive Dysfunction', 'Alzheimer Disease', 'Dementia', 'Dementia, Vascular', 'Amnesia', 'Memory Disorders', 'Brain Diseases', 'Central Nervous System Diseases', 'Tauopathies', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Mental Disorders', 'Psychotic Disorders', 'Cognition Disorders', 'Cerebrovascular Disorders', 'Arteriosclerosis', 'Intracranial Arteriosclerosis', 'Intracranial Arterial Diseases', 'Leukoencephalopathies', 'Arterial Occlusive Diseases', 'Vascular Diseases', 'Neurobehavioral Manifestations', 'Neurologic Manifestations', 'Familial Alzheimer Disease']","['high', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000000544', 'D000015140', 'D000008569', 'D000000647', 'D000060825']","['Alzheimer Disease', 'Dementia, Vascular', 'Memory Disorders', 'Amnesia', 'Cognitive Dysfunction']"
NCT01339546,"['D000004427', 'D000010038', 'D000012871']","['Ear Diseases', 'Otorhinolaryngologic Diseases', 'Skin Diseases']","['BC26', 'All', 'BC09', 'BC17', 'Rare']","['Wounds and Injuries', 'All Conditions', 'Ear, Nose, and Throat Diseases', 'Skin and Connective Tissue Diseases', 'Rare Diseases']","['Otitis', 'Otitis Media', 'Skin Rash']","['M16268', 'M11537', 'M11539', 'M6802', 'M6184', 'M11544', 'M14257', 'T4213']","['Wounds and Injuries', 'Otitis', 'Otitis Media', 'Exanthema', 'Ear Diseases', 'Otorhinolaryngologic Diseases', 'Skin Diseases', 'Oculocerebral Syndrome With Hypopigmentation']","['low', 'high', 'high', 'high', 'low', 'low', 'low', 'low']","['D000010031', 'D000010033', 'D000005076']","['Otitis', 'Otitis Media', 'Exanthema']"
NCT02252159,"['D000001855', 'D000006402', 'D000019046', 'D000019337', 'D000009371', 'D000009369']","['Bone Marrow Diseases', 'Hematologic Diseases', 'Bone Marrow Neoplasms', 'Hematologic Neoplasms', 'Neoplasms by Site', 'Neoplasms']","['BC15', 'All', 'BC04', 'BC23', 'Rare']","['Blood and Lymph Conditions', 'All Conditions', 'Cancers and Other Neoplasms', 'Symptoms and General Pathology', 'Rare Diseases']","['Myeloproliferative Neoplasms', 'Polycythemia Vera', 'Polycythemia', 'Myeloproliferative Neoplasms', 'Polycythemia Vera']","['M10732', 'M12555', 'M12554', 'M8073', 'M3716', 'M19143', 'M19654', 'M19898', 'T1316', 'T4624']","['Myeloproliferative Disorders', 'Polycythemia Vera', 'Polycythemia', 'Hematologic Diseases', 'Bone Marrow Diseases', 'Disease Progression', 'Bone Marrow Neoplasms', 'Hematologic Neoplasms', 'Chronic Myeloproliferative Disorders', 'Polycythemia Vera']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000011087', 'D000009196', 'D000011086']","['Polycythemia Vera', 'Myeloproliferative Disorders', 'Polycythemia']"
NCT04072289,"['D000012030', 'D000005128', 'D000014947']","['Refractive Errors', 'Eye Diseases', 'Wounds and Injuries']","['BC26', 'All', 'BC11']","['Wounds and Injuries', 'All Conditions', 'Eye Diseases']","['Incision', 'Myopia', 'Astigmatism']","['M1112', 'M10751', 'M3139', 'M16268', 'M13455', 'M6854']","['Surgical Wound', 'Myopia', 'Astigmatism', 'Wounds and Injuries', 'Refractive Errors', 'Eye Diseases']","['high', 'high', 'high', 'low', 'low', 'low']","['D000009216', 'D000001251', 'D000072836']","['Myopia', 'Astigmatism', 'Surgical Wound']"
NCT04423770,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC01', 'BC08', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Infection', 'Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome']","['M19074', 'M8866', 'M4951', 'M24032', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Infection', 'Communicable Diseases', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000018352', 'D000045169']","['Infection', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT01358552,0,0,"['BC15', 'All', 'BC18']","['Blood and Lymph Conditions', 'All Conditions', 'Nutritional and Metabolic Diseases']",0,"['M2651', 'M19441']","['Anemia', 'Anemia, Iron-Deficiency']","['low', 'low']",0,0
NCT02856646,"['D000008223', 'D000009370', 'D000009369', 'D000008232', 'D000008206', 'D000007160', 'D000007154']","['Lymphoma', 'Neoplasms by Histologic Type', 'Neoplasms', 'Lymphoproliferative Disorders', 'Lymphatic Diseases', 'Immunoproliferative Disorders', 'Immune System Diseases']","['BC04', 'BC15', 'BC20', 'All', 'Rare']","['Cancers and Other Neoplasms', 'Blood and Lymph Conditions', 'Immune System Diseases', 'All Conditions', 'Rare Diseases']","[""Hodgkin's Disease"", 'Hodgkin lymphoma']","['M9803', 'M8334', 'M10898', 'M9808', 'M9786', 'M8789', 'M8783', 'T3548', 'T2823']","['Lymphoma', 'Hodgkin Disease', 'Neoplasms by Histologic Type', 'Lymphoproliferative Disorders', 'Lymphatic Diseases', 'Immunoproliferative Disorders', 'Immune System Diseases', 'Lymphosarcoma', 'Hodgkin Lymphoma']","['low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'high']",D000006689,Hodgkin Disease
NCT01940679,0,0,0,0,0,0,0,0,0,0
NCT02951598,"['D000003704', 'D000001927', 'D000002493', 'D000009422', 'D000024801', 'D000019636', 'D000019965', 'D000001523', 'D000003072']","['Dementia', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Tauopathies', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Mental Disorders', 'Cognition Disorders']","['BXM', 'All', 'BC10', 'Rare']","['Behaviors and Mental Disorders', 'All Conditions', 'Nervous System Diseases', 'Rare Diseases']","['Mild Cognitive Impairment', ""Alzheimer's Disease"", ""Alzheimer's Disease""]","['M28292', 'M2466', 'M5487', 'M3786', 'M4325', 'M21586', 'M20142', 'M20420', 'M3396', 'M13056', 'M4884', 'T2198']","['Cognitive Dysfunction', 'Alzheimer Disease', 'Dementia', 'Brain Diseases', 'Central Nervous System Diseases', 'Tauopathies', 'Neurodegenerative Diseases', 'Neurocognitive Disorders', 'Mental Disorders', 'Psychotic Disorders', 'Cognition Disorders', 'Familial Alzheimer Disease']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000000544', 'D000060825']","['Alzheimer Disease', 'Cognitive Dysfunction']"
NCT02988934,"['D000015154', 'D000003680', 'D000005767', 'D000004066', 'D000011230', 'D000009369']","['Esophageal Motility Disorders', 'Deglutition Disorders', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Precancerous Conditions', 'Neoplasms']","['BC04', 'BC06', 'All', 'BC09']","['Cancers and Other Neoplasms', 'Digestive System Diseases', 'All Conditions', 'Ear, Nose, and Throat Diseases']","[""Barrett's Esophagus"", 'Gastroesophageal Reflux', 'Esophageal Diseases']","['M3346', 'M7463', 'M6668', 'M16457', 'M16458', 'M5465', 'M7466', 'M5838', 'M12694']","['Barrett Esophagus', 'Gastroesophageal Reflux', 'Esophageal Diseases', 'Esophageal Motility Disorders', 'Esophageal Spasm, Diffuse', 'Deglutition Disorders', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Precancerous Conditions']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['D000001471', 'D000005764', 'D000004935']","['Barrett Esophagus', 'Gastroesophageal Reflux', 'Esophageal Diseases']"
NCT01028300,"['D000001847', 'D000009140']","['Bone Diseases', 'Musculoskeletal Diseases']","['BC05', 'All']","['Muscle, Bone, and Cartilage Diseases', 'All Conditions']","['Degenerative Disc Disease', 'Disc Disease']","['M26992', 'M14502', 'M3708', 'M10680']","['Intervertebral Disc Degeneration', 'Spinal Diseases', 'Bone Diseases', 'Musculoskeletal Diseases']","['high', 'high', 'low', 'low']","['D000013122', 'D000055959']","['Spinal Diseases', 'Intervertebral Disc Degeneration']"
NCT01034865,"['D000009375', 'D000009370', 'D000009369', 'D000004066', 'D000000230', 'D000008113', 'D000004067', 'D000009371']","['Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Neoplasms', 'Digestive System Diseases', 'Adenocarcinoma', 'Liver Neoplasms', 'Digestive System Neoplasms', 'Neoplasms by Site']","['BC04', 'All', 'BC06']","['Cancers and Other Neoplasms', 'All Conditions', 'Digestive System Diseases']","['Carcinoma', 'Carcinoma, Hepatocellular', 'Liver Disease']","['M4116', 'M9696', 'M8196', 'M9690', 'M10903', 'M10898', 'M7466', 'M5838', 'M2166', 'M7469', 'M5839']","['Carcinoma', 'Liver Neoplasms', 'Carcinoma, Hepatocellular', 'Liver Diseases', 'Neoplasms, Glandular and Epithelial', 'Neoplasms by Histologic Type', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Adenocarcinoma', 'Gastrointestinal Neoplasms', 'Digestive System Neoplasms']","['high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000002277', 'D000006528', 'D000008107']","['Carcinoma', 'Carcinoma, Hepatocellular', 'Liver Diseases']"
NCT02352532,"['D000001416', 'D000010146', 'D000009461', 'D000014947']","['Back Pain', 'Pain', 'Neurologic Manifestations', 'Wounds and Injuries']","['BC23', 'All', 'BC26', 'BC10']","['Symptoms and General Pathology', 'All Conditions', 'Wounds and Injuries', 'Nervous System Diseases']","['Low Back Pain', 'Back Injury']","['M3295', 'M18016', 'M11649', 'M20087', 'M10987', 'M16268']","['Back Pain', 'Low Back Pain', 'Pain', 'Back Injuries', 'Neurologic Manifestations', 'Wounds and Injuries']","['low', 'high', 'low', 'high', 'low', 'low']","['D000017116', 'D000019567']","['Low Back Pain', 'Back Injuries']"
NCT03198793,D000001835,Body Weight,"['BC14', 'All', 'BC23']","['Heart and Blood Diseases', 'All Conditions', 'Symptoms and General Pathology']",Overweight,"['M8607', 'M24773', 'M3696']","['Hypertension', 'Overweight', 'Body Weight']","['low', 'high', 'low']",D000050177,Overweight
NCT01112917,"['D000016769', 'D000014652', 'D000002318', 'D000008171', 'D000012140']","['Embolism and Thrombosis', 'Vascular Diseases', 'Cardiovascular Diseases', 'Lung Diseases', 'Respiratory Tract Diseases']","['BC14', 'All', 'BC08']","['Heart and Blood Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases']","['Embolism', 'Pulmonary Embolism']","['M6367', 'M13092', 'M15269', 'M17711', 'M15983', 'M9751', 'M13560']","['Embolism', 'Pulmonary Embolism', 'Thrombosis', 'Embolism and Thrombosis', 'Vascular Diseases', 'Lung Diseases', 'Respiratory Tract Diseases']","['high', 'high', 'low', 'low', 'low', 'low', 'low']","['D000011655', 'D000004617']","['Pulmonary Embolism', 'Embolism']"
NCT01764269,"['D000009976', 'D000012327', 'D000014777', 'D000012141', 'D000012140', 'D000001832']","['Orthomyxoviridae Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Body Temperature Changes']","['BC23', 'All', 'BC02', 'BC08', 'BC01']","['Symptoms and General Pathology', 'All Conditions', 'Viral Diseases', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases']","['Fever', 'Influenza']","['M7047', 'M8878', 'M8866', 'M4951', 'M11485', 'M16105', 'M13732', 'M13561', 'M13560', 'M3693']","['Fever', 'Influenza, Human', 'Infection', 'Communicable Diseases', 'Orthomyxoviridae Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Body Temperature Changes']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000007251', 'D000005334']","['Influenza, Human', 'Fever']"
NCT03346603,D000014570,Urologic Diseases,"['BC01', 'All', 'BXS', 'BC23']","['Bacterial and Fungal Diseases', 'All Conditions', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Symptoms and General Pathology']","['Infection', 'Urinary Tract Infections']","['M8866', 'M4951', 'M15885', 'M6379', 'M15902']","['Infection', 'Communicable Diseases', 'Urinary Tract Infections', 'Emergencies', 'Urologic Diseases']","['high', 'low', 'high', 'low', 'low']","['D000007239', 'D000014552']","['Infection', 'Urinary Tract Infections']"
NCT04281290,"['D000004067', 'D000009371', 'D000009369', 'D000004701', 'D000004066', 'D000010182', 'D000004700', 'D000020969', 'D000010335']","['Digestive System Neoplasms', 'Neoplasms by Site', 'Neoplasms', 'Endocrine Gland Neoplasms', 'Digestive System Diseases', 'Pancreatic Diseases', 'Endocrine System Diseases', 'Disease Attributes', 'Pathologic Processes']","['BC04', 'BC06', 'BC19', 'All', 'BC23', 'Rare']","['Cancers and Other Neoplasms', 'Digestive System Diseases', 'Gland and Hormone Related Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Rare Diseases']","['Pancreatic Cancer', 'Recurrence', 'Pancreatic Cancer']","['M11693', 'M13433', 'M7469', 'M5839', 'M6446', 'M7466', 'M5838', 'M11685', 'M6445', 'M21284', 'T4398']","['Pancreatic Neoplasms', 'Recurrence', 'Gastrointestinal Neoplasms', 'Digestive System Neoplasms', 'Endocrine Gland Neoplasms', 'Gastrointestinal Diseases', 'Digestive System Diseases', 'Pancreatic Diseases', 'Endocrine System Diseases', 'Disease Attributes', 'Pancreatic Cancer']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000010190', 'D000012008']","['Pancreatic Neoplasms', 'Recurrence']"
