,Rank,NCTId,BaselineMeasurementUpperLimit,BaselineMeasurementValue,BaselinePopulationDescription,BaselineTypeUnitsAnalyzed,BioSpecDescription,BioSpecRetention,BriefSummary,BriefTitle,CentralContactEMail,CentralContactName,CentralContactPhone,CentralContactPhoneExt,CentralContactRole,CollaboratorClass,CollaboratorName,CompletionDate,CompletionDateType,Condition,ConditionAncestorId
0,107,['NCT01629537'],[],[],[],[],[],[],"['Post Traumatic Stress Disorder (PTSD), is a devastating condition which causes distress or impairment in social, occupational or other important aspects of functioning. The occurrence of PTSD in the military is on the rise. This has significantly impacted military members, their families, and society as a whole. According to an expert panel convened by the Institute of Medicine in 2007, the effectiveness of most currently employed PTSD therapies is low. Safe and effective treatments are urgently needed. The specific aim of this investigation is to evaluate the effectiveness of a novel approach to relieve PTSD symptoms, utilizing a procedure commonly used in pain management, a Stellate Ganglion Block (SGB) with local anesthesia. Male soldiers experiencing moderate to severe symptoms of PTSD will be recruited for evaluation of Stellate Ganglion Block with local anesthesia as an intervention for PTSD treatment. Participants will be randomized to receive either the SGB with local anesthesia to C6 tubercle or a sham procedure involving a subcutaneous saline injection to the neck. The PTSD symptoms before and after the procedure will be measured using a comprehensive clinician-administered scale, self-report measures, objective measures of cognitive ability, and physiologic reactivity measures. Subjects will undergo assessment prior to the procedure, one week following the procedure, one month and 3 months following the procedure. Patients receiving sham injections will be allowed to cross over to the treatment group. Based on published case reports of Lipov et al in Chicago and Mulvaney et al from Walter Reed Medical Center, who utilized this technique to successfully treat soldiers with combat-related PTSD, we predict that the use of Stellate Ganglion Block will result in reduction of PTSD symptoms as measured by clinician-administered scales, self-report measures, objective measures of cognitive ability, and physiologic reactivity measures, leading to a significant and lasting reduction of PTSD symptoms.']","['A Randomized, Placebo-Controlled Trial of Stellate Ganglion Block in the Treatment of Post Traumatic Stress Disorder']",[],[],[],[],[],[],[],['April 2016'],['Actual'],['Post Traumatic Stress Disorder (PTSD)'],"['D000010335', 'D000068099', 'D000001523']"
0,108,['NCT00351741'],[],"['0', '0', '0', '29', '29', '58', '2', '2', '4', '35', '37', '36', '4', '5', '9', '27', '26', '53', '31', '31', '62']",[],[],[],[],['The purpose of this study is to compare High Frequency Pressure Ventilation (HFPV) to conventional mechanical ventilation.\n\nHypothesis: Patients placed on HFPV will have significantly higher number of ventilator-free days compared to patients placed on a conventional volume mode.'],['BEST (Burn Center Evaluation of Standard Therapies) Ventilator Mode Study-'],[],[],[],[],[],[],[],['February 2010'],['Actual'],['Burns'],['D000014947']
0,109,['NCT01965561'],"['60', '0']","['51', '0', '10', '0']",['Healthy human volunteers'],[],[],[],['Normal human adult volunteers wereused to investigate the performance of medical devices intended to stop junctional bleeding on the battlefield.'],['Performance of Junctional Tourniquets in Normal Human Volunteers'],[],[],[],[],[],[],[],['December 2013'],['Actual'],['Hemorrhage'],['D000010335']
0,110,['NCT01927835'],[],[],[],[],[],[],"['The purpose of this study is to evaluate the safety and immune response to two different HIV vaccine regimens in healthy, HIV-uninfected people in the United States and South Africa.']","['Evaluating the Safety and Immune Response to Two HIV Vaccine Regimens in Healthy, HIV-Uninfected Adults in the United States and South Africa']",[],[],[],[],[],"['NETWORK', 'OTHER', 'OTHER', 'UNKNOWN']","['HIV Vaccine Trials Network', 'IPPOX Foundation', 'EuroVacc Foundation', 'Global Solutions for Infectious Diseases (GSID)']",[],[],['HIV Infections'],"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
0,111,['NCT01704235'],[],[],[],[],[],[],"['The purpose of this protocol is to understand the extent of symptom perception and preventive care-seeking among Vietnamese American women and their impact on cervical cancer screening from the perspectives and experiences of key informants including primary health care providers and Vietnamese American women (VAW, foreign-born and United States-born). With this information, the investigators can better understand how to promote cervical cancer screening in the Vietnamese community.']","[""Vietnamese Women's Health Project III""]",[],[],[],[],[],"['FED', 'NIH', 'NIH']","['Department of Health and Human Services', 'National Institutes of Health (NIH)', 'National Institute of Nursing Research (NINR)']","['July 25, 2016']",['Actual'],['Cervical Cancer'],"['D000014594', 'D000005833', 'D000014565', 'D000009371', 'D000009369', 'D000002577', 'D000014591']"
0,112,['NCT01306266'],[],[],[],[],[],[],['The purpose of the study is to determine the effectiveness of rizatriptan for treating attacks of chronic post-traumatic headache.'],['Study of Rizatriptan in the Treatment of Acute Attacks of Post-traumatic Headache in U.S. Military Troops'],[],[],[],[],[],['INDUSTRY'],['Merck Sharp & Dohme Corp.'],['August 2011'],['Anticipated'],['Chronic Post-traumatic Headache'],"['D000010146', 'D000009461', 'D000051271', 'D000020773', 'D000001927', 'D000002493', 'D000009422']"
0,113,['NCT00796315'],[],"['41', '0', '0', '3.6', '8.5', '14.5', '7', '2', '9', '8', '9', '6', '41']",[],[],[],[],"['The primary goal of this study is to characterize the pharmacokinetics of doxylamine succinate in children ages 2 to < 18 years. Once characterized, these pediatric pharmacokinetic data will be pooled with historical adult PK data from other studies to assess whether the existing Over-the-Counter (OTC)doses provide comparable systemic drug exposure as that associated with efficacy in adults.']",['Study Evaluating the Pharmacokinetics of Doxylamine Succinate in Children'],[],[],[],[],[],['OTHER'],['Consumer Healthcare Products Association'],['June 2009'],['Actual'],"['Allergic Rhinitis', 'Upper Respiratory Infection']","['D000009668', 'D000012140', 'D000010038', 'D000012130', 'D000006969', 'D000006967', 'D000007154', 'D000007239']"
0,114,['NCT00005463'],[],[],[],[],[],[],"['To evaluate the cost-effectiveness of cholesterol-lowering strategies in the United States population. The study used the Coronary Heart Disease (CHD) Policy Model, a state-transition computer simulation model used to obtain forecasts of the public health impact and economic cost of CHD in the United States population.']",['Population-Based Modeling of Cholesterol Lowering in the United States'],[],[],[],[],[],[],[],['May 1993'],['Actual'],"['Cardiovascular Diseases', 'Coronary Heart Disease Risk Reduction', 'Heart Diseases', 'Coronary Disease', 'Hypercholesterolemia']","['D000006949', 'D000050171', 'D000052439', 'D000008659', 'D000014652', 'D000001161', 'D000001157']"
0,115,['NCT03382418'],[],[],[],[],[],[],"['The purpose of this study is to evaluate the safety, tolerability, and immunogenicity of an HIV vaccine (gp145 C.6980) with aluminum hydroxide adjuvant in healthy, HIV-1-uninfected adults in the United States.']","['Evaluating the Safety and Immunogenicity of an HIV Vaccine (gp145 C.6980) in Healthy, HIV-Uninfected Adults in the United States']",[],[],[],[],[],[],[],"['September 25, 2019']",['Actual'],['HIV Infections'],"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
0,116,['NCT00054743'],[],[],[],[],[],[],"['This study will determine whether blood levels of the anti-HIV medicine nevirapine are different in HIV-infected patients in the United States from patients in Uganda. People from all over the world take medications to treat HIV infection. These medicines work well in some people but not in others, and they cause harmful side effects in some people and not in others. These differences may be related to variations in how much of the drug reaches the blood. Differences in drug blood levels among people in various areas of the world may be attributed to differences in diet, state of health, ability to absorb the medicines from the stomach, ability to eliminate the drugs from the body, and the brand of medicine taken. This study will help scientists learn whether differences in blood levels of HIV medicines are important in determining how well the drugs work in different patient populations.\n\nHIV-infected patients 18 years of age and older in the United States and in Kampala, Uganda who have been on an antiretroviral treatment regimen that includes at least 28 consecutive days of nevirapine may be eligible for this study. Candidates will be screened with a medical history, physical examination, and blood tests.\n\nParticipants will have a total of approximately about 5 ounces of blood drawn during this 6- to 8-hour study. They will come to the NIH clinic in the morning, and a catheter (plastic tube) will be inserted into an arm vein for collecting blood. (Alternatively, blood can be collected by a needle inserted into an arm vein.) Blood will be withdrawn according to the following schedule:\n\nAbout 5 tablespoons will be collected upon arrival at the clinic after an overnight fast. Within 30 minutes of this blood draw, the patient will have breakfast and take his or her morning dose of nevirapine, along with any other medications that need to be taken at that time.\n1 tablespoon of blood will be drawn 2 hours after the nevirapine dose.\n1 tablespoon of blood will be drawn 4 hours later (6 hours after the nevirapine dose).\n\nThe blood will be analyzed for levels of nevirapine and possibly other HIV medicines. Some of the blood will be stored for later analysis of genes (cytochrome P450 and MDR1) that are involved in eliminating medicines from the body.\n\n...']",['Differences in Blood Levels of Nevirapine in HIV-infected Patients in Uganda and the United States'],[],[],[],[],[],[],[],"['April 28, 2011']",['Actual'],['HIV Infection'],"['D000016180', 'D000012192', 'D000012327', 'D000014777', 'D000015229', 'D000012749', 'D000007153', 'D000007154']"
0,117,['NCT00730964'],[],"['59.9', '671', '227', '141', '391', '648', '1039']",[],[],[],[],['This prospective surveillance trial will gather safety information for Optison when it is used in routine practice.'],['A Prospective Surveillance Trial to Evaluate the Safety of Optison in Clinical Practice.'],[],[],[],[],[],[],[],['October 2009'],['Actual'],['Echocardiography'],[]
