,Rank,NCTId,OutcomeMeasurementLowerLimit,OutcomeMeasurementSpread,PrimaryOutcomeTimeFrame,OutcomeMeasurementValue,OverallOfficialAffiliation,OverallOfficialName,OverallOfficialRole,OverallStatus,OversightHasDMC,PatientRegistry,Phase,PointOfContactEMail,PointOfContactOrganization,PointOfContactPhone,PointOfContactPhoneExt,PointOfContactTitle,PrimaryCompletionDate,PrimaryCompletionDateType,PrimaryOutcomeDescription
0,655,['NCT02365545'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,656,['NCT02365467'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,657,['NCT02364375'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,658,['NCT02353377'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,659,['NCT02343068'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,660,['NCT02340832'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,661,['NCT02327598'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,662,['NCT02325609'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,663,['NCT02322840'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,664,['NCT02312141'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,665,['NCT02300974'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,666,['NCT02289534'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,667,['NCT02284321'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,668,['NCT02283125'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,669,['NCT02280577'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,670,['NCT02275624'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,671,['NCT02272114'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,672,['NCT02271087'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,673,['NCT02268227'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,674,['NCT02255539'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,675,['NCT02239263'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,676,['NCT02231034'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,677,['NCT02223663'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,678,['NCT02218450'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,679,['NCT02195362'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,680,['NCT02195128'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,681,['NCT02191800'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,682,['NCT02187458'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,683,['NCT02167880'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,684,['NCT02166073'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,685,['NCT02142465'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,686,['NCT02142374'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,687,['NCT02142023'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,688,['NCT02141334'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,689,['NCT02134236'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,690,['NCT02124538'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,691,['NCT02108275'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,692,['NCT02089646'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,693,['NCT02086812'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,694,['NCT02085174'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,695,['NCT02082847'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,696,['NCT02070601'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,697,['NCT02036385'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,698,['NCT02020447'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,699,['NCT02006251'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,700,['NCT02004249'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,701,['NCT02003105'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,702,['NCT01989390'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,703,['NCT01989377'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,704,['NCT01988727'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,705,['NCT01988025'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,706,['NCT01984151'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,707,['NCT01973621'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,708,['NCT01966211'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,709,['NCT01957982'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,710,['NCT01951131'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,711,['NCT01950767'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,712,['NCT01940458'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,713,['NCT01940211'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,714,['NCT01937000'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,715,['NCT01936987'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,716,['NCT01916083'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,717,['NCT01906736'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,718,['NCT01905241'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,719,['NCT01896141'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,720,['NCT01894698'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,721,['NCT01883557'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,722,['NCT01882309'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,723,['NCT01877369'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,724,['NCT01874925'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,725,['NCT01867008'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,726,['NCT01859975'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,727,['NCT01854879'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,728,['NCT01847846'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,729,['NCT01835769'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,730,['NCT01835366'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,731,['NCT01827488'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,732,['NCT01820741'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,733,['NCT01801995'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,734,['NCT01801241'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,735,['NCT01795807'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,736,['NCT01795118'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,737,['NCT01792869'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,738,['NCT01790867'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,739,['NCT01787981'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,740,['NCT01777880'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,741,['NCT01773941'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,742,['NCT01773265'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,743,['NCT01747265'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,744,['NCT01738230'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,745,['NCT01738165'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,746,['NCT01733264'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,747,['NCT01733251'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,748,['NCT01724541'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,749,['NCT01721122'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,750,['NCT01715454'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,751,['NCT01700764'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,752,['NCT01697813'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,753,['NCT01697774'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,754,['NCT01674400'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,755,['NCT01670006'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,756,['NCT01662479'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,757,['NCT01660113'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,758,['NCT01658189'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,759,['NCT01652846'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,760,['NCT01643200'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,761,['NCT01640795'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,762,['NCT01630707'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,763,['NCT01629836'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,764,['NCT01627405'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,765,['NCT01614925'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,766,['NCT01613742'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,767,['NCT01610505'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,768,['NCT01610349'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,769,['NCT01607606'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,770,['NCT01604967'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,771,['NCT01597271'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,772,['NCT01591369'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,773,['NCT01582386'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,774,['NCT01575210'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,775,['NCT01564589'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,776,['NCT01560156'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,777,['NCT01558609'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,778,['NCT01556750'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,779,['NCT01546831'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,780,['NCT01546584'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,781,['NCT01533831'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,782,['NCT01533103'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,783,['NCT01532752'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,784,['NCT01532440'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,785,['NCT01524263'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,786,['NCT01515618'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,787,['NCT01513512'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,788,['NCT01499030'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,789,['NCT01494376'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,790,['NCT01480570'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,791,['NCT01476826'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,792,['NCT01473134'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,793,['NCT01470079'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,794,['NCT01464580'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,795,['NCT01463618'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,796,['NCT01462955'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,797,['NCT01450540'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,798,['NCT01443299'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,799,['NCT01443286'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,800,['NCT01442389'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,801,['NCT01436669'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,802,['NCT01436461'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,803,['NCT01414491'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,804,['NCT01414270'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,805,['NCT01412112'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,806,['NCT01408017'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,807,['NCT01403584'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,808,['NCT01392261'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,809,['NCT01379794'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,810,['NCT01374243'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,811,['NCT01370785'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,812,['NCT01367171'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,813,['NCT01365689'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,814,['NCT01358682'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,815,['NCT01336868'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,816,['NCT01313351'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,817,['NCT01313195'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,818,['NCT01311726'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,819,['NCT01307709'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,820,['NCT01297751'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,821,['NCT01286792'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,822,['NCT01258400'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,823,['NCT01246115'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,824,['NCT01240733'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,825,['NCT01239576'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,826,['NCT01234480'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,827,['NCT01230398'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,828,['NCT01201889'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,829,['NCT01194752'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,830,['NCT01194739'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,831,['NCT01194726'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,832,['NCT01183195'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,833,['NCT01180257'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,834,['NCT01171066'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,835,['NCT01166607'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,836,['NCT01164527'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,837,['NCT01158963'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,838,['NCT01150227'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,839,['NCT01148251'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,840,['NCT01147094'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,841,['NCT01145651'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,842,['NCT01145378'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,843,['NCT01143116'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,844,['NCT01140919'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,845,['NCT01127347'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,846,['NCT01112475'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,847,['NCT01108822'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,848,['NCT01106222'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,849,['NCT01103869'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,850,['NCT01100983'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,851,['NCT01098682'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,852,['NCT01097824'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,853,['NCT01092871'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,854,['NCT01077141'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,855,['NCT01070992'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,856,['NCT01067040'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,857,['NCT01062464'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,858,['NCT01062412'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,859,['NCT01062217'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,860,['NCT01057134'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,861,['NCT01043497'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,862,['NCT01039064'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,863,['NCT01037439'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,864,['NCT01030588'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,865,['NCT01029028'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,866,['NCT01022554'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,867,['NCT01016236'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,868,['NCT01008202'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,869,['NCT01000454'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,870,['NCT00993772'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,871,['NCT00990483'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,872,['NCT00990210'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,873,['NCT00986908'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,874,['NCT00981188'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,875,['NCT00979498'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,876,['NCT00979030'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,877,['NCT00969748'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,878,['NCT00968474'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,879,['NCT00961519'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,880,['NCT00960947'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,881,['NCT00957632'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,882,['NCT00957138'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,883,['NCT00956618'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,884,['NCT00955331'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,885,['NCT00946075'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,886,['NCT00944411'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,887,['NCT00942942'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,888,['NCT00935974'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,889,['NCT00932789'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,890,['NCT00924716'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,891,['NCT00911040'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,892,['NCT00906958'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,893,['NCT00906815'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,894,['NCT00906009'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
0,895,['NCT00905749'],[],[],[],[],[],[],[],['Withheld'],[],[],[],[],[],[],[],[],[],[],[]
