,Rank,NCTId,StartDateType,StatusVerifiedDate,StudyFirstPostDate,StudyFirstPostDateType,StudyFirstSubmitDate,StudyFirstSubmitQCDate,StudyPopulation,StudyType,TargetDuration,UnpostedEventDate,UnpostedEventType,UnpostedResponsibleParty,VersionHolder,WhyStopped
0,756,['NCT01662479'],[],[],"['August 10, 2012']",['Estimate'],"['August 8, 2012']","['August 8, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,757,['NCT01660113'],[],[],"['August 8, 2012']",['Estimate'],"['July 25, 2012']","['August 3, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,758,['NCT01658189'],[],[],"['August 6, 2012']",['Estimate'],"['July 31, 2012']","['August 1, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,759,['NCT01652846'],[],[],"['July 30, 2012']",['Estimate'],"['July 16, 2012']","['July 25, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,760,['NCT01643200'],[],[],"['July 18, 2012']",['Estimate'],"['July 16, 2012']","['July 17, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,761,['NCT01640795'],[],[],"['July 16, 2012']",['Estimate'],"['July 12, 2012']","['July 12, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,762,['NCT01630707'],[],[],"['June 28, 2012']",['Estimate'],"['June 26, 2012']","['June 27, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,763,['NCT01629836'],[],[],"['June 28, 2012']",['Estimate'],"['June 25, 2012']","['June 26, 2012']",[],[],[],"['August 16, 2019', 'September 18, 2019']","['Release', 'Reset']",['Wellspect HealthCare'],"['October 30, 2020']",[]
0,764,['NCT01627405'],[],[],"['June 25, 2012']",['Estimate'],"['June 5, 2012']","['June 22, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,765,['NCT01614925'],[],[],"['June 8, 2012']",['Estimate'],"['June 6, 2012']","['June 6, 2012']",[],[],[],"['August 18, 2020', 'September 3, 2020', 'September 24, 2020', 'October 16, 2020']","['Release', 'Reset', 'Release', 'Reset']",['Institut Straumann AG'],"['October 30, 2020']",[]
0,766,['NCT01613742'],[],[],"['June 7, 2012']",['Estimate'],"['June 5, 2012']","['June 6, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,767,['NCT01610505'],[],[],"['June 4, 2012']",['Estimate'],"['May 31, 2012']","['June 1, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,768,['NCT01610349'],[],[],"['June 4, 2012']",['Estimate'],"['May 25, 2012']","['May 30, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,769,['NCT01607606'],[],[],"['May 30, 2012']",['Estimate'],"['May 8, 2012']","['May 29, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,770,['NCT01604967'],[],[],"['May 24, 2012']",['Estimate'],"['May 21, 2012']","['May 23, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,771,['NCT01597271'],[],[],"['May 14, 2012']",['Estimate'],"['May 10, 2012']","['May 11, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,772,['NCT01591369'],[],[],"['May 4, 2012']",['Estimate'],"['May 2, 2012']","['May 3, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,773,['NCT01582386'],[],[],"['April 20, 2012']",['Estimate'],"['April 18, 2012']","['April 19, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,774,['NCT01575210'],[],[],"['April 11, 2012']",['Estimate'],"['March 27, 2012']","['April 9, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,775,['NCT01564589'],[],[],"['March 28, 2012']",['Estimate'],"['March 14, 2012']","['March 27, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,776,['NCT01560156'],[],[],"['March 22, 2012']",['Estimate'],"['March 20, 2012']","['March 21, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,777,['NCT01558609'],[],[],"['March 20, 2012']",['Estimate'],"['March 16, 2012']","['March 19, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,778,['NCT01556750'],[],[],"['March 16, 2012']",['Estimate'],"['March 15, 2012']","['March 15, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,779,['NCT01546831'],[],[],"['March 7, 2012']",['Estimate'],"['February 7, 2012']","['March 1, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,780,['NCT01546584'],[],[],"['March 7, 2012']",['Estimate'],"['March 1, 2012']","['March 1, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,781,['NCT01533831'],[],[],"['February 15, 2012']",['Estimate'],"['February 13, 2012']","['February 14, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,782,['NCT01533103'],[],[],"['February 15, 2012']",['Estimate'],"['February 10, 2012']","['February 14, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,783,['NCT01532752'],[],[],"['February 14, 2012']",['Estimate'],"['February 6, 2012']","['February 9, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,784,['NCT01532440'],[],[],"['February 14, 2012']",['Estimate'],"['February 6, 2012']","['February 9, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,785,['NCT01524263'],[],[],"['February 1, 2012']",['Estimate'],"['January 30, 2012']","['January 30, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,786,['NCT01515618'],[],[],"['January 24, 2012']",['Estimate'],"['January 18, 2012']","['January 23, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,787,['NCT01513512'],[],[],"['January 20, 2012']",['Estimate'],"['January 5, 2012']","['January 16, 2012']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,788,['NCT01499030'],[],[],"['December 26, 2011']",['Estimate'],"['December 20, 2011']","['December 21, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,789,['NCT01494376'],[],[],"['December 19, 2011']",['Estimate'],"['December 14, 2011']","['December 15, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,790,['NCT01480570'],[],[],"['November 29, 2011']",['Estimate'],"['September 12, 2011']","['November 28, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,791,['NCT01476826'],[],[],"['November 22, 2011']",['Estimate'],"['November 18, 2011']","['November 21, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,792,['NCT01473134'],[],[],"['November 17, 2011']",['Estimate'],"['November 9, 2011']","['November 14, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,793,['NCT01470079'],[],[],"['November 11, 2011']",['Estimate'],"['November 8, 2011']","['November 10, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,794,['NCT01464580'],[],[],"['November 3, 2011']",['Estimate'],"['October 23, 2011']","['October 31, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,795,['NCT01463618'],[],[],"['November 2, 2011']",['Estimate'],"['October 26, 2011']","['October 30, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,796,['NCT01462955'],[],[],"['November 1, 2011']",['Estimate'],"['October 27, 2011']","['October 28, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,797,['NCT01450540'],[],[],"['October 12, 2011']",['Estimate'],"['October 7, 2011']","['October 11, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,798,['NCT01443299'],[],[],"['September 29, 2011']",['Estimate'],"['September 26, 2011']","['September 27, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,799,['NCT01443286'],[],[],"['September 29, 2011']",['Estimate'],"['September 26, 2011']","['September 27, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,800,['NCT01442389'],[],[],"['September 28, 2011']",['Estimate'],"['September 20, 2011']","['September 27, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,801,['NCT01436669'],[],[],"['September 20, 2011']",['Estimate'],"['September 16, 2011']","['September 19, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,802,['NCT01436461'],[],[],"['September 19, 2011']",['Estimate'],"['September 15, 2011']","['September 16, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,803,['NCT01414491'],[],[],"['August 11, 2011']",['Estimate'],"['August 3, 2011']","['August 10, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,804,['NCT01414270'],[],[],"['August 11, 2011']",['Estimate'],"['August 9, 2011']","['August 9, 2011']",[],[],[],"['November 6, 2014', 'November 13, 2014', 'December 8, 2014', 'December 16, 2014']","['Release', 'Reset', 'Release', 'Reset']",['Procter & Gamble Beauty'],"['October 30, 2020']",[]
0,805,['NCT01412112'],[],[],"['August 9, 2011']",['Estimate'],"['August 5, 2011']","['August 8, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,806,['NCT01408017'],[],[],"['August 2, 2011']",['Estimate'],"['July 11, 2011']","['August 1, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,807,['NCT01403584'],[],[],"['July 27, 2011']",['Estimate'],"['July 25, 2011']","['July 26, 2011']",[],[],[],"['April 18, 2017', 'June 30, 2017']","['Release', 'Reset']",['ResMed'],"['October 30, 2020']",[]
0,808,['NCT01392261'],[],[],"['July 12, 2011']",['Estimate'],"['March 7, 2011']","['July 8, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,809,['NCT01379794'],[],[],"['June 23, 2011']",['Estimate'],"['June 21, 2011']","['June 22, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,810,['NCT01374243'],[],[],"['June 15, 2011']",['Estimate'],"['June 13, 2011']","['June 14, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,811,['NCT01370785'],[],[],"['June 10, 2011']",['Estimate'],"['June 8, 2011']","['June 9, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,812,['NCT01367171'],[],[],"['June 6, 2011']",['Estimate'],"['September 17, 2010']","['June 3, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,813,['NCT01365689'],[],[],"['June 3, 2011']",['Estimate'],"['June 1, 2011']","['June 2, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,814,['NCT01358682'],[],[],"['May 24, 2011']",['Estimate'],"['May 19, 2011']","['May 23, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,815,['NCT01336868'],[],[],"['April 18, 2011']",['Estimate'],"['April 14, 2011']","['April 15, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,816,['NCT01313351'],[],[],"['March 11, 2011']",['Estimate'],"['March 3, 2011']","['March 8, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,817,['NCT01313195'],[],[],"['March 11, 2011']",['Estimate'],"['March 10, 2011']","['March 10, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,818,['NCT01311726'],[],[],"['March 9, 2011']",['Estimate'],"['March 8, 2011']","['March 8, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,819,['NCT01307709'],[],[],"['March 3, 2011']",['Estimate'],"['March 1, 2011']","['March 2, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,820,['NCT01297751'],[],[],"['February 17, 2011']",['Estimate'],"['February 11, 2011']","['February 16, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,821,['NCT01286792'],[],[],"['January 31, 2011']",['Estimate'],"['January 28, 2011']","['January 28, 2011']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,822,['NCT01258400'],[],[],"['December 13, 2010']",['Estimate'],"['December 9, 2010']","['December 9, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,823,['NCT01246115'],[],[],"['November 23, 2010']",['Estimate'],"['November 19, 2010']","['November 22, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,824,['NCT01240733'],[],[],"['November 15, 2010']",['Estimate'],"['November 11, 2010']","['November 12, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,825,['NCT01239576'],[],[],"['November 11, 2010']",['Estimate'],"['November 8, 2010']","['November 10, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,826,['NCT01234480'],[],[],"['November 4, 2010']",['Estimate'],"['October 14, 2010']","['November 2, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,827,['NCT01230398'],[],[],"['October 29, 2010']",['Estimate'],"['October 18, 2010']","['October 27, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,828,['NCT01201889'],[],[],"['September 15, 2010']",['Estimate'],"['September 13, 2010']","['September 13, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,829,['NCT01194752'],[],[],"['September 3, 2010']",['Estimate'],"['September 2, 2010']","['September 2, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,830,['NCT01194739'],[],[],"['September 3, 2010']",['Estimate'],"['September 2, 2010']","['September 2, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,831,['NCT01194726'],[],[],"['September 3, 2010']",['Estimate'],"['September 1, 2010']","['September 2, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,832,['NCT01183195'],[],[],"['August 17, 2010']",['Estimate'],"['August 13, 2010']","['August 13, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,833,['NCT01180257'],[],[],"['August 12, 2010']",['Estimate'],"['August 10, 2010']","['August 10, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,834,['NCT01171066'],[],[],"['July 28, 2010']",['Estimate'],"['July 26, 2010']","['July 27, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,835,['NCT01166607'],[],[],"['July 21, 2010']",['Estimate'],"['July 19, 2010']","['July 19, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,836,['NCT01164527'],[],[],"['July 16, 2010']",['Estimate'],"['July 15, 2010']","['July 15, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,837,['NCT01158963'],[],[],"['July 8, 2010']",['Estimate'],"['June 25, 2010']","['July 7, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,838,['NCT01150227'],[],[],"['June 24, 2010']",['Estimate'],"['June 22, 2010']","['June 23, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,839,['NCT01148251'],[],[],"['June 22, 2010']",['Estimate'],"['June 17, 2010']","['June 21, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,840,['NCT01147094'],[],[],"['June 22, 2010']",['Estimate'],"['June 14, 2010']","['June 16, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,841,['NCT01145651'],[],[],"['June 16, 2010']",['Estimate'],"['June 10, 2010']","['June 15, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,842,['NCT01145378'],[],[],"['June 16, 2010']",['Estimate'],"['June 14, 2010']","['June 15, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,843,['NCT01143116'],[],[],"['June 14, 2010']",['Estimate'],"['June 9, 2010']","['June 11, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,844,['NCT01140919'],[],[],"['June 10, 2010']",['Estimate'],"['June 8, 2010']","['June 8, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,845,['NCT01127347'],[],[],"['May 20, 2010']",['Estimate'],"['May 5, 2010']","['May 19, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,846,['NCT01112475'],[],[],"['April 28, 2010']",['Estimate'],"['March 29, 2010']","['April 27, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,847,['NCT01108822'],[],[],"['April 22, 2010']",['Estimate'],"['April 21, 2010']","['April 21, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,848,['NCT01106222'],[],[],"['April 19, 2010']",['Estimate'],"['April 15, 2010']","['April 16, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,849,['NCT01103869'],[],[],"['April 15, 2010']",['Estimate'],"['April 13, 2010']","['April 14, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,850,['NCT01100983'],[],[],"['April 9, 2010']",['Estimate'],"['March 10, 2010']","['April 8, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,851,['NCT01098682'],[],[],"['April 5, 2010']",['Estimate'],"['April 1, 2010']","['April 1, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,852,['NCT01097824'],[],[],"['April 2, 2010']",['Estimate'],"['March 31, 2010']","['March 31, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,853,['NCT01092871'],[],[],"['March 25, 2010']",['Estimate'],"['March 24, 2010']","['March 24, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,854,['NCT01077141'],[],[],"['February 26, 2010']",['Estimate'],"['February 25, 2010']","['February 25, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,855,['NCT01070992'],[],[],"['February 18, 2010']",['Estimate'],"['February 17, 2010']","['February 17, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,856,['NCT01067040'],[],[],"['February 11, 2010']",['Estimate'],"['August 19, 2009']","['February 9, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,857,['NCT01062464'],[],[],"['February 4, 2010']",['Estimate'],"['February 3, 2010']","['February 3, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,858,['NCT01062412'],[],[],"['February 4, 2010']",['Estimate'],"['February 3, 2010']","['February 3, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,859,['NCT01062217'],[],[],"['February 4, 2010']",['Estimate'],"['February 2, 2010']","['February 3, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,860,['NCT01057134'],[],[],"['January 27, 2010']",['Estimate'],"['January 25, 2010']","['January 26, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,861,['NCT01043497'],[],[],"['January 6, 2010']",['Estimate'],"['January 4, 2010']","['January 5, 2010']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,862,['NCT01039064'],[],[],"['December 24, 2009']",['Estimate'],"['December 22, 2009']","['December 23, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,863,['NCT01037439'],[],[],"['December 23, 2009']",['Estimate'],"['December 21, 2009']","['December 21, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,864,['NCT01030588'],[],[],"['December 11, 2009']",['Estimate'],"['December 9, 2009']","['December 10, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,865,['NCT01029028'],[],[],"['December 9, 2009']",['Estimate'],"['December 8, 2009']","['December 8, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,866,['NCT01022554'],[],[],"['December 1, 2009']",['Estimate'],"['November 25, 2009']","['November 25, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,867,['NCT01016236'],[],[],"['November 19, 2009']",['Estimate'],"['November 18, 2009']","['November 18, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,868,['NCT01008202'],[],[],"['November 5, 2009']",['Estimate'],"['November 4, 2009']","['November 4, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,869,['NCT01000454'],[],[],"['October 23, 2009']",['Estimate'],"['September 22, 2009']","['October 22, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,870,['NCT00993772'],[],[],"['October 12, 2009']",['Estimate'],"['October 8, 2009']","['October 9, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,871,['NCT00990483'],[],[],"['October 6, 2009']",['Estimate'],"['October 5, 2009']","['October 5, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,872,['NCT00990210'],[],[],"['October 6, 2009']",['Estimate'],"['October 1, 2009']","['October 2, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,873,['NCT00986908'],[],[],"['September 30, 2009']",['Estimate'],"['September 26, 2009']","['September 29, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,874,['NCT00981188'],[],[],"['September 22, 2009']",['Estimate'],"['September 19, 2009']","['September 21, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,875,['NCT00979498'],[],[],"['September 18, 2009']",['Estimate'],"['September 17, 2009']","['September 17, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,876,['NCT00979030'],[],[],"['September 17, 2009']",['Estimate'],"['September 16, 2009']","['September 16, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,877,['NCT00969748'],[],[],"['September 1, 2009']",['Estimate'],"['August 31, 2009']","['August 31, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,878,['NCT00968474'],[],[],"['August 31, 2009']",['Estimate'],"['August 28, 2009']","['August 28, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,879,['NCT00961519'],[],[],"['August 19, 2009']",['Estimate'],"['August 17, 2009']","['August 18, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,880,['NCT00960947'],[],[],"['August 18, 2009']",['Estimate'],"['August 13, 2009']","['August 15, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,881,['NCT00957632'],[],[],"['August 12, 2009']",['Estimate'],"['April 20, 2009']","['August 10, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,882,['NCT00957138'],[],[],"['August 12, 2009']",['Estimate'],"['August 10, 2009']","['August 11, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,883,['NCT00956618'],[],[],"['August 11, 2009']",['Estimate'],"['August 10, 2009']","['August 10, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,884,['NCT00955331'],[],[],"['August 10, 2009']",['Estimate'],"['August 5, 2009']","['August 7, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,885,['NCT00946075'],[],[],"['July 24, 2009']",['Estimate'],"['July 22, 2009']","['July 23, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,886,['NCT00944411'],[],[],"['July 23, 2009']",['Estimate'],"['July 22, 2009']","['July 22, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,887,['NCT00942942'],[],[],"['July 21, 2009']",['Estimate'],"['July 17, 2009']","['July 20, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,888,['NCT00935974'],[],[],"['July 9, 2009']",['Estimate'],"['July 6, 2009']","['July 7, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,889,['NCT00932789'],[],[],"['July 3, 2009']",['Estimate'],"['January 9, 2009']","['July 2, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,890,['NCT00924716'],[],[],"['June 19, 2009']",['Estimate'],"['June 17, 2009']","['June 18, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,891,['NCT00911040'],[],[],"['June 1, 2009']",['Estimate'],"['May 28, 2009']","['May 29, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,892,['NCT00906958'],[],[],"['May 21, 2009']",['Estimate'],"['May 13, 2009']","['May 20, 2009']",[],[],[],"['April 8, 2020', 'April 21, 2020']","['Release', 'Reset']",['ResMed'],"['October 30, 2020']",[]
0,893,['NCT00906815'],[],[],"['May 21, 2009']",['Estimate'],"['May 19, 2009']","['May 20, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,894,['NCT00906009'],[],[],"['May 21, 2009']",['Estimate'],"['May 19, 2009']","['May 20, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,895,['NCT00905749'],[],[],"['May 21, 2009']",['Estimate'],"['May 19, 2009']","['May 20, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,896,['NCT00903058'],[],[],"['May 15, 2009']",['Estimate'],"['May 13, 2009']","['May 14, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,897,['NCT00901667'],[],[],"['May 14, 2009']",['Estimate'],"['May 12, 2009']","['May 13, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,898,['NCT00900705'],[],[],"['May 13, 2009']",['Estimate'],"['May 11, 2009']","['May 12, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,899,['NCT00889746'],[],[],"['April 29, 2009']",['Estimate'],"['April 28, 2009']","['April 28, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,900,['NCT00878982'],[],[],"['April 9, 2009']",['Estimate'],"['April 7, 2009']","['April 8, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,901,['NCT00877916'],[],[],"['April 8, 2009']",['Estimate'],"['April 6, 2009']","['April 7, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,902,['NCT00865930'],[],[],"['March 19, 2009']",['Estimate'],"['March 17, 2009']","['March 18, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,903,['NCT00865735'],[],[],"['March 19, 2009']",['Estimate'],"['March 17, 2009']","['March 18, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,904,['NCT00863486'],[],[],"['March 18, 2009']",['Estimate'],"['February 6, 2009']","['March 17, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,905,['NCT00863447'],[],[],"['March 18, 2009']",['Estimate'],"['March 16, 2009']","['March 16, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,906,['NCT00858091'],[],[],"['March 9, 2009']",['Estimate'],"['March 5, 2009']","['March 5, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,907,['NCT00850434'],[],[],"['February 25, 2009']",['Estimate'],"['February 24, 2009']","['February 24, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,908,['NCT00850109'],[],[],"['February 24, 2009']",['Estimate'],"['February 22, 2009']","['February 23, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,909,['NCT00846820'],[],[],"['February 19, 2009']",['Estimate'],"['February 18, 2009']","['February 18, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,910,['NCT00843752'],[],[],"['February 13, 2009']",['Estimate'],"['February 3, 2009']","['February 12, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,911,['NCT00840619'],[],[],"['February 10, 2009']",['Estimate'],"['February 9, 2009']","['February 9, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,912,['NCT00824018'],[],[],"['January 16, 2009']",['Estimate'],"['January 14, 2009']","['January 15, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,913,['NCT00821769'],[],[],"['January 13, 2009']",['Estimate'],"['January 9, 2009']","['January 12, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,914,['NCT00820040'],[],[],"['January 9, 2009']",['Estimate'],"['January 7, 2009']","['January 8, 2009']",[],[],[],"['September 29, 2020', 'October 21, 2020']","['Release', 'Reset']",['Medtronic - MITG'],"['October 30, 2020']",[]
0,915,['NCT00819130'],[],[],"['January 8, 2009']",['Estimate'],"['January 6, 2009']","['January 6, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,916,['NCT00818922'],[],[],"['January 8, 2009']",['Estimate'],"['January 6, 2009']","['January 6, 2009']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,917,['NCT00810498'],[],[],"['December 18, 2008']",['Estimate'],"['December 17, 2008']","['December 17, 2008']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,918,['NCT00810459'],[],[],"['December 18, 2008']",['Estimate'],"['December 17, 2008']","['December 17, 2008']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,919,['NCT00809406'],[],[],"['December 17, 2008']",['Estimate'],"['December 12, 2008']","['December 15, 2008']",[],[],[],"['May 6, 2010', 'June 8, 2010']","['Release', 'Reset']",['ConvaTec Inc.'],"['October 30, 2020']",[]
0,920,['NCT00806052'],[],[],"['December 10, 2008']",['Estimate'],"['December 8, 2008']","['December 9, 2008']",[],[],[],[],[],[],"['October 30, 2020']",[]
