,NCTId,HealthyVolunteers
9228,NCT04375813,No
9230,NCT04374565,No
9231,NCT04374305,No
9232,NCT04373044,No
9233,NCT04372641,No
9234,NCT04372433,No
9235,NCT04370002,No
9236,NCT04368702,No
9143,NCT04467723,No
9141,NCT04469920,No
9267,NCT04341675,No
1004,NCT02472067,No
1016,NCT00978484,No
1015,NCT00689260,No
9066,NCT04535986,No
9067,NCT04534660,No
1010,NCT02641158,No
1009,NCT00243243,No
1008,NCT00350077,No
1006,NCT02876575,No
1005,NCT01261871,No
1003,NCT03363464,No
9064,NCT04539002,No
1002,NCT01686282,No
1001,NCT01865032,No
9072,NCT04526808,No
9073,NCT04526665,No
9074,NCT04526509,No
9075,NCT04524962,No
9076,NCT04524858,No
9077,NCT04524715,No
9078,NCT04524273,No
1017,NCT02200055,No
1020,NCT00589589,No
9140,NCT04471207,No
1032,NCT01031160,No
9052,NCT04548648,No
9053,NCT04546763,No
9054,NCT04546581,No
9055,NCT04545957,No
1037,NCT01478061,No
1036,NCT02719964,No
1035,NCT00936845,No
9056,NCT04545047,No
1033,NCT02155478,No
9057,NCT04542551,No
9063,NCT04539158,No
9058,NCT04542304,No
9059,NCT04541550,No
1028,NCT00809627,No
1027,NCT00701259,No
9060,NCT04541030,No
1025,NCT01771575,No
1024,NCT02123225,No
9061,NCT04540120,No
9062,NCT04539821,No
9079,NCT04523636,No
9080,NCT04523337,No
9081,NCT04523155,No
9128,NCT04481919,No
9117,NCT04486560,No
9118,NCT04486313,No
9119,NCT04485767,No
9120,NCT04485559,No
9121,NCT04485026,No
9122,NCT04485013,No
9125,NCT04483440,No
9126,NCT04483206,No
9127,NCT04482712,No
9129,NCT04480346,No
9086,NCT04516213,No
9130,NCT04480086,No
9131,NCT04479943,No
9132,NCT04479514,No
9133,NCT04478708,No
9134,NCT04478695,No
9135,NCT04478617,No
9136,NCT04477642,No
9138,NCT04473430,No
9139,NCT04472026,No
9115,NCT04488055,No
9114,NCT04491175,No
9113,NCT04494698,No
9111,NCT04495257,No
9087,NCT04515576,No
9088,NCT04514757,No
9090,NCT04513899,No
9091,NCT04511338,No
9092,NCT04510298,No
9094,NCT04508348,No
9095,NCT04506567,No
9097,NCT04506294,No
9098,NCT04505410,No
9099,NCT04502706,No
9100,NCT04502407,No
9102,NCT04501796,No
9103,NCT04499937,No
9104,NCT04499781,No
9105,NCT04498520,No
9106,NCT04497363,No
9107,NCT04497129,No
9108,NCT04496297,No
9109,NCT04495348,No
9266,NCT04341727,No
9268,NCT04341311,No
9554,NCT04090684,No
9460,NCT04180540,No
9447,NCT04196374,No
9449,NCT04195477,No
9450,NCT04195399,No
9451,NCT04192227,No
9453,NCT04188535,No
9454,NCT04188262,No
9456,NCT04188015,No
9457,NCT04186793,No
9459,NCT04182113,No
9461,NCT04179981,No
9444,NCT04201145,No
9462,NCT04179474,No
9464,NCT04176172,No
9465,NCT04174677,No
9466,NCT04174352,No
9467,NCT04173572,No
9468,NCT04171817,No
9470,NCT04170738,No
9471,NCT04169321,No
9473,NCT04166240,No
9445,NCT04201132,No
9443,NCT04203225,No
9407,NCT04229979,No
9420,NCT04220190,No
9409,NCT04228055,No
9410,NCT04227847,No
9411,NCT04227119,No
9413,NCT04226027,No
9414,NCT04225585,No
9416,NCT04222712,No
9417,NCT04222166,No
9418,NCT04221607,No
9419,NCT04221594,No
9424,NCT04218370,No
9441,NCT04204434,No
9425,NCT04216732,No
9426,NCT04214301,No
9427,NCT04214249,No
9431,NCT04210427,No
9434,NCT04209790,No
9437,NCT04207437,No
9438,NCT04207255,No
9439,NCT04205084,No
9440,NCT04204668,No
9474,NCT04164108,No
9475,NCT04162678,No
9477,NCT04160065,No
9529,NCT04109924,No
9517,NCT04119024,No
9518,NCT04118998,No
9519,NCT04118153,No
9520,NCT04118036,No
9521,NCT04116112,No
9524,NCT04114942,No
9525,NCT04113746,No
9526,NCT04112433,No
9527,NCT04110522,No
9531,NCT04108858,No
9478,NCT04160000,No
9534,NCT04104321,No
9539,NCT04103060,No
9540,NCT04098744,No
9541,NCT04097717,No
9544,NCT04094857,No
9547,NCT04092777,No
9551,NCT04091022,No
9552,NCT04090970,No
9553,NCT04090775,No
9516,NCT04121312,No
9515,NCT04121364,No
9514,NCT04121858,No
9512,NCT04123574,No
9482,NCT04152473,No
9483,NCT04150913,No
9484,NCT04150848,No
9486,NCT04148352,No
9487,NCT04146051,No
9488,NCT04145895,No
9490,NCT04145375,No
9491,NCT04144023,No
9492,NCT04143711,No
9494,NCT04142229,No
9496,NCT04137536,No
9497,NCT04134884,No
9499,NCT04134559,No
9501,NCT04131946,No
9504,NCT04128995,No
9506,NCT04126096,No
9507,NCT04126070,No
9509,NCT04125290,No
9510,NCT04124939,No
9408,NCT04228289,No
9406,NCT04231318,No
9269,NCT04340622,No
9325,NCT04294225,No
9310,NCT04305743,No
9311,NCT04305613,No
9312,NCT04305600,No
9314,NCT04305184,No
9315,NCT04305145,No
9318,NCT04300777,No
9319,NCT04300478,No
9322,NCT04295642,No
9324,NCT04294641,No
9326,NCT04294043,No
9306,NCT04309812,No
9327,NCT04294004,No
9328,NCT04293406,No
9329,NCT04292600,No
9330,NCT04292119,No
9331,NCT04291755,No
9332,NCT04291066,No
9333,NCT04288752,No
9338,NCT04283539,No
9339,NCT04282668,No
9308,NCT04306211,No
9305,NCT04309825,No
9405,NCT04232124,No
9290,NCT04321356,No
9271,NCT04339998,No
9273,NCT04336774,No
9274,NCT04335682,No
9275,NCT04334382,No
9282,NCT04330183,No
9283,NCT04329832,No
9284,NCT04328467,No
9285,NCT04327596,No
9289,NCT04322162,No
9292,NCT04319952,No
9304,NCT04311619,No
9293,NCT04319224,No
9294,NCT04319198,No
9296,NCT04318145,No
9297,NCT04317586,No
9298,NCT04317417,No
9300,NCT04315883,No
9301,NCT04315558,No
9302,NCT04314778,No
9303,NCT04313400,No
9341,NCT04279847,No
9342,NCT04279587,No
9343,NCT04278781,No
9391,NCT04240561,No
9378,NCT04250662,No
9380,NCT04246996,No
9381,NCT04243486,No
9382,NCT04243044,No
9383,NCT04242277,No
9384,NCT04242186,No
9385,NCT04242147,No
9389,NCT04240756,No
9390,NCT04240691,No
9392,NCT04239040,No
9344,NCT04278157,No
9393,NCT04238481,No
9394,NCT04238143,No
9396,NCT04235907,No
9398,NCT04235725,No
9399,NCT04235686,No
9400,NCT04234581,No
9402,NCT04233112,No
9403,NCT04233073,No
9404,NCT04232267,No
9377,NCT04251026,No
9375,NCT04252040,No
9374,NCT04253782,No
9373,NCT04254003,No
9346,NCT04276194,No
9347,NCT04274764,No
9349,NCT04273139,No
9350,NCT04270682,No
9351,NCT04270474,No
9352,NCT04269772,No
9353,NCT04269707,No
9354,NCT04269161,No
9355,NCT04268745,No
9358,NCT04263831,No
9359,NCT04263259,No
9360,NCT04263233,No
9361,NCT04262869,No
9362,NCT04262180,No
9364,NCT04259645,No
9365,NCT04258319,No
9367,NCT04257136,No
9369,NCT04256317,No
9371,NCT04254666,No
1907,NCT01591655,No
8778,NCT04086264,No
8366,NCT04548596,No
2706,NCT01624194,No
8357,NCT01196169,No
2714,NCT01569607,No
2713,NCT00634842,No
2712,NCT02484950,No
2711,NCT02110381,No
8358,NCT00007527,No
2709,NCT03982979,No
2708,NCT01502124,No
2707,NCT02939287,No
2705,NCT00059267,No
2717,NCT03127358,No
2704,NCT02824705,No
2703,NCT03826290,No
2702,NCT01217840,No
2701,NCT01564563,No
2700,NCT00880256,No
2699,NCT00706576,No
2698,NCT01049828,No
2696,NCT03307356,No
2695,NCT01008280,No
2716,NCT04364074,No
2718,NCT01829256,No
2744,NCT03837860,No
2732,NCT03295994,No
2742,NCT03156283,No
2741,NCT00523042,No
2740,NCT01395368,No
8351,NCT01306201,No
2738,NCT03338114,No
2736,NCT00154427,No
2735,NCT04559191,No
2734,NCT00366639,No
2733,NCT03163849,No
2730,NCT01013870,No
8355,NCT00002251,No
2729,NCT03850717,No
2728,NCT03557775,No
2727,NCT03029702,No
2726,NCT03577990,No
2725,NCT00812097,No
2724,NCT02679690,No
8354,NCT03672240,No
2722,NCT00340249,No
2721,NCT00753922,No
2694,NCT01386528,No
8360,NCT00074802,No
2692,NCT02443142,No
8374,NCT02973594,No
8369,NCT01096628,No
8370,NCT01226277,No
2663,NCT01924273,No
2662,NCT00660322,No
2661,NCT00537303,No
8371,NCT03249103,No
2659,NCT03970642,No
8372,NCT01431027,No
2657,NCT01011829,No
2654,NCT02281747,No
2691,NCT00850135,No
2653,NCT01447771,No
2652,NCT00790595,No
2651,NCT02548117,No
8375,NCT01626417,No
2647,NCT03625492,No
2646,NCT00505908,No
2645,NCT01228214,No
2644,NCT03613714,No
2643,NCT01135992,No
8368,NCT02366754,No
8367,NCT03774186,No
1909,NCT01149759,No
2670,NCT04399941,No
2690,NCT00001856,No
2689,NCT01322997,No
2688,NCT04105166,No
8361,NCT02541032,No
8362,NCT01783327,No
2685,NCT00588497,No
2684,NCT01681862,No
2683,NCT03004443,No
2682,NCT01285362,No
2681,NCT03409003,No
2680,NCT00927862,No
2679,NCT01521117,No
2678,NCT00868309,No
2677,NCT01417182,No
8363,NCT01046214,No
2675,NCT00451308,No
2673,NCT00808210,No
2672,NCT03294538,No
2671,NCT02964429,No
2743,NCT00097552,No
2745,NCT00620750,No
2639,NCT03075670,No
2814,NCT00531518,No
8330,NCT00767806,No
2823,NCT00095082,No
2822,NCT00097084,No
2820,NCT00104182,No
2819,NCT03418649,No
2818,NCT02709135,No
2817,NCT02378727,No
2816,NCT02931435,No
2815,NCT02021175,No
2813,NCT00001571,No
2826,NCT01511198,No
2812,NCT03334786,No
2811,NCT00001060,No
2809,NCT00581516,No
2808,NCT04221815,No
8334,NCT04060030,No
2804,NCT01048632,No
2803,NCT01570309,No
8336,NCT04205539,No
2801,NCT00530426,No
2825,NCT01002118,No
2827,NCT00791895,No
2746,NCT01334554,No
2839,NCT00005781,No
2850,NCT03681769,No
8324,NCT01506323,No
2848,NCT02030600,No
8325,NCT00760474,No
2846,NCT00001204,No
2844,NCT02296840,No
8327,NCT04369742,No
2842,NCT03748420,No
2840,NCT02560038,No
2838,NCT04294303,No
2828,NCT02101619,No
2837,NCT02222246,No
8329,NCT00418314,No
2835,NCT01850615,No
2834,NCT02305381,No
2833,NCT02970968,No
2832,NCT02606396,No
2831,NCT02776917,No
2830,NCT01484717,No
2829,NCT00495209,No
2800,NCT04318925,No
8337,NCT02246075,No
2798,NCT02644057,No
2758,NCT04346615,No
2771,NCT01193777,No
2770,NCT02034513,No
2768,NCT00658476,No
2767,NCT02148003,No
2766,NCT00769262,No
2764,NCT00005525,No
2762,NCT01801670,No
2761,NCT01044927,No
8347,NCT01506206,No
8349,NCT01435616,No
2797,NCT00120224,No
2755,NCT00102037,No
2754,NCT02205528,No
2753,NCT02763917,No
2752,NCT02916433,No
2751,NCT03930745,No
2750,NCT00527839,No
8350,NCT02558855,No
2748,NCT00108758,No
2747,NCT02825251,No
2772,NCT00986115,No
8342,NCT00713050,No
2774,NCT00612040,No
2775,NCT02161913,No
8339,NCT03574584,No
2794,NCT00097617,No
2793,NCT00134680,No
2792,NCT02956408,No
2790,NCT02784834,No
2789,NCT03087253,No
2788,NCT01953120,No
2787,NCT01415570,No
2786,NCT00818896,No
2785,NCT02746874,No
2784,NCT04187092,No
2783,NCT01451762,No
2782,NCT01158508,No
2781,NCT02925481,No
2780,NCT03076216,No
2779,NCT04036344,No
2778,NCT02593032,No
2777,NCT02539433,No
8341,NCT02955537,No
2642,NCT03359421,No
8380,NCT03458013,No
8452,NCT02295540,No
2489,NCT01514279,No
8427,NCT01280591,No
2500,NCT01453894,No
2499,NCT04063670,No
2495,NCT01230606,No
2494,NCT03707626,No
8431,NCT01436214,No
2492,NCT01751152,No
8432,NCT01698112,No
2490,NCT03014037,No
8433,NCT01552213,No
8426,NCT00462683,No
2487,NCT01748890,No
8434,NCT03885232,No
2485,NCT00222963,No
2484,NCT01985763,No
2482,NCT02703909,No
2481,NCT02529150,No
2480,NCT00907959,No
2479,NCT02941809,No
2478,NCT00135109,No
2502,NCT02404896,No
2504,NCT02011685,No
2530,NCT02464410,No
8423,NCT00006172,No
8419,NCT02121652,No
8420,NCT02944578,No
8421,NCT00553319,No
2524,NCT01079234,No
2523,NCT00499746,No
2522,NCT00646204,No
2521,NCT04163614,No
2520,NCT03136029,No
8422,NCT00069433,No
2517,NCT02868021,No
2505,NCT01165411,No
2516,NCT03310528,No
2515,NCT01910454,No
2514,NCT00636454,No
2513,NCT01498705,No
2512,NCT04574167,No
2510,NCT01744821,No
2509,NCT01329406,No
2507,NCT03120585,No
2506,NCT01349088,No
8436,NCT03333252,No
2476,NCT00543153,No
8437,NCT00679289,No
2439,NCT02517996,No
2448,NCT00734344,No
2447,NCT02231957,No
2446,NCT00115830,No
2445,NCT01862536,No
2444,NCT02411396,No
2443,NCT03479905,No
2442,NCT00004727,No
2441,NCT01416766,No
8445,NCT01527955,No
8447,NCT04294264,No
2474,NCT01599923,No
2436,NCT03615235,No
2435,NCT04575168,No
2434,NCT04533425,No
8448,NCT04253483,No
2432,NCT04122378,No
2429,NCT01689025,No
2428,NCT03737370,No
2427,NCT02738749,No
2426,NCT03908879,No
2449,NCT00274417,No
2450,NCT03664765,No
8442,NCT01135095,No
8441,NCT00621530,No
2472,NCT03313271,No
2471,NCT00590161,No
2470,NCT00018876,No
2469,NCT02298192,No
2468,NCT04496804,No
2467,NCT03426137,No
2466,NCT00186862,No
2465,NCT01433770,No
8439,NCT02511301,No
2463,NCT03742258,No
2462,NCT00378950,No
2461,NCT02288702,No
2460,NCT04016584,No
2459,NCT00005245,No
2458,NCT00642213,No
2457,NCT01153555,No
2456,NCT00341692,No
2455,NCT04233164,No
2454,NCT03333109,No
8418,NCT00914108,No
2531,NCT01222585,No
2637,NCT04276558,No
2596,NCT01134653,No
8391,NCT02860442,No
8392,NCT00002009,No
2605,NCT00356122,No
8394,NCT00002381,No
2603,NCT02027324,No
2602,NCT00169806,No
2601,NCT01561924,No
2600,NCT00608283,No
2599,NCT03028298,No
2595,NCT02648204,No
2611,NCT02311777,No
2594,NCT01347762,No
2593,NCT00427154,No
2592,NCT02069353,No
2591,NCT02453230,No
2589,NCT01770717,No
2588,NCT02414178,No
2587,NCT03997422,No
8398,NCT02706964,No
2585,NCT04322149,No
8390,NCT00496483,No
2613,NCT03432897,No
2532,NCT01858051,No
8382,NCT03342872,No
2636,NCT03791814,No
2635,NCT00924898,No
8381,NCT00938782,No
2633,NCT02151435,No
2632,NCT03814980,No
2631,NCT00713479,No
2630,NCT03286283,No
2629,NCT00167440,No
2628,NCT00099723,No
2626,NCT00947232,No
2614,NCT02429505,No
8383,NCT01081080,No
8384,NCT01552356,No
2623,NCT00005575,No
2622,NCT00097006,No
2621,NCT03050554,No
2619,NCT02841280,No
2618,NCT00798876,No
2616,NCT03148652,No
8387,NCT00504023,No
8399,NCT01838356,No
2583,NCT04562649,No
8400,NCT02309580,No
2544,NCT01513473,No
2554,NCT00537706,No
8411,NCT03649958,No
2552,NCT03196999,No
8412,NCT03832933,No
2550,NCT00973440,No
2549,NCT01161810,No
8414,NCT01162369,No
2546,NCT01238445,No
2545,NCT04277780,No
2543,NCT01268670,No
2581,NCT03925038,No
2542,NCT01611948,No
2541,NCT00007618,No
2540,NCT00056810,No
2539,NCT01366027,No
2538,NCT01015820,No
2537,NCT04433546,No
2536,NCT00010816,No
2534,NCT01142908,No
8416,NCT02874989,No
2555,NCT01364428,No
2556,NCT00262249,No
2557,NCT03597620,No
8410,NCT00484640,No
2580,NCT01841840,No
2579,NCT00108797,No
2577,NCT01390870,No
2576,NCT00299949,No
2575,NCT00869609,No
2574,NCT00758693,No
8402,NCT03461783,No
2572,NCT00135720,No
8403,NCT00458211,No
2570,NCT01598896,No
2569,NCT02787928,No
8405,NCT03781154,No
2566,NCT02877394,No
2565,NCT00411892,No
2564,NCT03451071,No
8406,NCT04372823,No
2561,NCT00891033,No
8408,NCT01324999,No
8409,NCT01253161,No
2851,NCT04313088,No
2852,NCT03442374,No
8323,NCT00308971,No
3125,NCT00713427,No
3134,NCT01793194,No
3133,NCT00180466,No
3132,NCT02148445,No
3131,NCT03465917,No
3130,NCT00001729,No
3129,NCT00380016,No
8241,NCT00332228,No
3127,NCT04543825,No
3126,NCT00774254,No
3124,NCT01820182,No
8239,NCT00736268,No
3123,NCT03351140,No
8243,NCT04420988,No
3120,NCT02124044,No
8246,NCT03028948,No
3116,NCT04014348,No
3115,NCT02630563,No
3114,NCT01722903,No
3113,NCT04608149,No
8247,NCT02688192,No
8240,NCT01658228,No
3137,NCT01951092,No
3164,NCT01661686,No
3152,NCT03249584,No
3162,NCT02190266,No
3160,NCT00746109,No
3159,NCT00251290,No
3158,NCT01736930,No
3157,NCT02619773,No
8232,NCT01811940,No
3155,NCT04476251,No
8233,NCT03130699,No
3153,NCT01415479,No
3151,NCT02319174,No
3138,NCT04564209,No
3150,NCT01673789,No
3149,NCT00399880,No
3148,NCT00943501,No
8234,NCT00176462,No
3146,NCT02039375,No
3145,NCT00308620,No
8235,NCT00676793,No
3141,NCT00585013,No
3139,NCT02722278,No
8248,NCT02637427,No
3110,NCT00001909,No
3109,NCT04371536,No
3074,NCT01167920,No
3084,NCT04533607,No
3083,NCT03978442,No
3082,NCT01343420,No
3081,NCT00269503,No
8255,NCT01100268,No
3079,NCT00909480,No
3078,NCT03776201,No
3077,NCT00005667,No
3075,NCT02000778,No
3073,NCT03864367,No
3108,NCT03920670,No
3072,NCT02860676,No
8257,NCT03634397,No
3069,NCT00000693,No
3068,NCT03679676,No
8259,NCT00514449,No
3066,NCT01724125,No
3065,NCT03467789,No
8260,NCT00515177,No
3063,NCT02456649,No
3085,NCT01401816,No
3086,NCT02153814,No
3087,NCT01665677,No
3088,NCT03308721,No
3107,NCT04235764,No
3106,NCT00287521,No
3105,NCT04079582,No
3104,NCT03778060,No
8249,NCT01810640,No
3102,NCT00031291,No
3101,NCT00411489,No
3100,NCT02039960,No
3099,NCT03992729,No
3098,NCT01475617,No
3097,NCT00247377,No
8250,NCT01742338,No
8251,NCT01649947,No
8252,NCT01417286,No
3093,NCT01295879,No
3092,NCT00006332,No
8253,NCT02812147,No
8254,NCT01250938,No
3089,NCT00775515,No
3163,NCT03452579,No
3165,NCT02144051,No
2854,NCT01029288,No
3233,NCT01005654,No
3244,NCT02713321,No
3243,NCT01166386,No
3242,NCT01175629,No
8206,NCT00520208,No
3239,NCT03037021,No
3238,NCT01852656,No
8209,NCT03459118,No
3235,NCT00906984,No
8210,NCT00271739,No
3232,NCT04502212,No
3247,NCT01943682,No
8211,NCT01882439,No
3230,NCT04140084,No
3229,NCT00395304,No
8213,NCT01880372,No
8215,NCT02147613,No
3224,NCT04199702,No
3223,NCT01440803,No
8216,NCT03202277,No
3221,NCT03044821,No
8204,NCT04189523,No
8203,NCT03865758,No
3166,NCT03003728,No
3265,NCT04273191,No
3276,NCT02118012,No
3275,NCT01390233,No
3273,NCT03233724,No
8193,NCT04470544,No
3271,NCT00796705,No
3270,NCT01492257,No
3268,NCT00837161,No
3267,NCT00911820,No
8195,NCT00004494,No
3263,NCT00022997,No
3252,NCT01070082,No
8197,NCT02436616,No
3261,NCT01864460,No
3260,NCT00323570,No
8199,NCT03057119,No
3257,NCT03206736,No
3256,NCT01131312,No
3255,NCT04103593,No
3254,NCT01826448,No
3253,NCT03671746,No
3220,NCT02121132,No
3219,NCT01673750,No
3215,NCT02261974,No
8229,NCT03740139,No
3188,NCT01088438,No
3187,NCT01553318,No
3186,NCT01618162,No
3185,NCT00986310,No
3184,NCT03538769,No
8226,NCT03810365,No
3182,NCT03462966,No
8227,NCT02257099,No
3180,NCT04287868,No
3177,NCT00250133,No
3214,NCT02550730,No
3176,NCT00087997,No
3175,NCT02303275,No
3174,NCT01309828,No
3173,NCT00995488,No
3172,NCT02176213,No
3171,NCT00654615,No
3169,NCT00711490,No
3168,NCT01860092,No
3167,NCT00323414,No
3189,NCT01884740,No
3190,NCT04327518,No
3191,NCT02133872,No
8225,NCT04204447,No
8221,NCT02021578,No
8222,NCT00220714,No
3210,NCT01428713,No
3209,NCT01719367,No
3208,NCT03992378,No
3207,NCT00065455,No
3206,NCT00317564,No
3205,NCT00047515,No
3204,NCT03911284,No
3203,NCT01968785,No
3202,NCT03040466,No
3201,NCT01570751,No
3200,NCT03972774,No
3199,NCT02384460,No
3198,NCT01005732,No
3197,NCT00180284,No
3195,NCT01445158,No
3194,NCT01379287,No
3193,NCT00582270,No
3061,NCT00956345,No
3060,NCT00106054,No
3059,NCT03427411,No
2921,NCT03405129,No
2930,NCT03399500,No
8298,NCT01130506,No
2928,NCT00106366,No
2927,NCT03600103,No
2926,NCT03987581,No
2925,NCT04465019,No
8299,NCT03383666,No
8300,NCT00917007,No
2922,NCT00341159,No
2920,NCT00169754,No
2932,NCT00502788,No
8301,NCT01468896,No
8302,NCT01017640,No
8303,NCT00026221,No
2916,NCT02302950,No
2915,NCT01680341,No
2914,NCT04115228,No
2913,NCT01625923,No
8304,NCT00380068,No
2911,NCT03438227,No
2931,NCT00256217,No
2933,NCT01510418,No
8262,NCT03840096,No
2945,NCT03843437,No
2954,NCT03408483,No
2953,NCT00074685,No
2952,NCT02580032,No
2951,NCT00342875,No
2950,NCT03680495,No
2949,NCT02151877,No
2948,NCT01713530,No
2947,NCT00339430,No
2946,NCT00598793,No
2944,NCT03007134,No
2934,NCT01047709,No
2943,NCT01979211,No
2942,NCT00022750,No
8297,NCT04206787,No
2940,NCT02834624,No
2939,NCT04011748,No
2938,NCT00573898,No
2937,NCT01128374,No
2936,NCT01529138,No
2935,NCT00283751,No
2910,NCT02120560,No
2908,NCT01153490,No
2907,NCT00123786,No
8320,NCT01657422,No
2877,NCT02441348,No
8315,NCT03637972,No
2873,NCT01930149,No
8318,NCT04362189,No
2871,NCT01378546,No
2870,NCT01248208,No
2869,NCT03155880,No
2868,NCT02402803,No
2867,NCT02696148,No
2864,NCT00736190,No
2906,NCT02988245,No
2863,NCT00440232,No
2862,NCT04156802,No
2861,NCT04570475,No
2860,NCT00333151,No
2859,NCT01966094,No
8321,NCT01637129,No
2857,NCT01231165,No
2856,NCT02239146,No
8322,NCT01219647,No
2878,NCT01676116,No
2879,NCT00340548,No
2880,NCT01795586,No
8314,NCT03404219,No
2905,NCT02002182,No
2904,NCT03304548,No
2903,NCT00826839,No
8306,NCT04567394,No
2901,NCT04134923,No
2900,NCT04317924,No
8308,NCT02429479,No
2897,NCT04434664,No
2895,NCT03845283,No
2894,NCT01309217,No
2893,NCT01288534,No
2891,NCT00000408,No
2889,NCT00981266,No
2888,NCT03405792,No
2887,NCT00097279,No
2885,NCT01137669,No
2884,NCT03721835,No
8313,NCT00032760,No
2882,NCT00375089,No
2955,NCT03633708,No
2956,NCT00767039,No
2957,NCT01125397,No
8275,NCT00737321,No
3031,NCT01129570,No
8273,NCT03069352,No
3028,NCT00208832,No
8274,NCT02074254,No
3026,NCT00183963,No
3025,NCT02591381,No
3024,NCT01926678,No
3023,NCT00962806,No
3022,NCT01168297,No
3019,NCT00481754,No
8280,NCT01910402,No
3018,NCT02808143,No
3017,NCT01185041,No
3016,NCT00109668,No
3015,NCT02035826,No
3014,NCT00991185,No
3013,NCT01326026,No
3012,NCT01999244,No
3011,NCT02634216,No
8277,NCT00941876,No
3032,NCT00005722,No
8269,NCT04117022,No
3036,NCT02872454,No
8268,NCT00380679,No
3057,NCT04499508,No
8263,NCT00079456,No
8264,NCT04491591,No
3054,NCT02068079,No
3053,NCT00624000,No
3052,NCT00879840,No
8265,NCT03872856,No
3050,NCT01950650,No
3049,NCT01051284,No
3048,NCT00986648,No
3047,NCT02800486,No
3046,NCT00453700,No
3045,NCT00799097,No
3043,NCT02240407,No
3042,NCT00208026,No
3041,NCT00399711,No
3040,NCT02924194,No
8267,NCT03917979,No
3038,NCT02191748,No
8279,NCT00458042,No
8281,NCT02551640,No
8296,NCT00529308,No
2970,NCT01341275,No
2979,NCT03710161,No
8292,NCT01709110,No
2977,NCT03807817,No
2976,NCT01874964,No
2975,NCT03394040,No
8293,NCT00861627,No
2973,NCT00342446,No
2972,NCT00624767,No
2971,NCT02968199,No
8295,NCT02835729,No
8282,NCT02387281,No
2967,NCT00322257,No
2966,NCT01996072,No
2965,NCT04039399,No
2964,NCT02023528,No
2963,NCT00758628,No
2962,NCT00463060,No
2961,NCT00005311,No
2960,NCT02307565,No
2959,NCT04018573,No
8291,NCT00760279,No
2981,NCT04311294,No
2982,NCT02524366,No
2983,NCT03927742,No
8283,NCT00783172,No
3003,NCT01419652,No
3002,NCT00001703,No
3001,NCT00510614,No
3000,NCT01106170,No
8284,NCT00089154,No
8285,NCT00055861,No
2997,NCT00097877,No
2996,NCT00814697,No
2995,NCT02133599,No
2994,NCT03061188,No
2992,NCT01894191,No
2991,NCT02737514,No
8287,NCT00605189,No
8288,NCT00751270,No
2988,NCT00496145,No
2987,NCT04417361,No
2986,NCT01239095,No
8289,NCT00308386,No
8451,NCT03233555,No
6954,NCT01894464,No
2423,NCT00461162,No
2026,NCT01589523,No
2238,NCT01050907,No
2022,NCT01321892,No
8618,NCT02538614,No
8617,NCT03219307,No
2236,NCT02396589,No
8616,NCT03854032,No
2234,NCT02924857,No
2020,NCT02352259,No
8527,NCT00723203,No
8528,NCT01978080,No
2231,NCT01737762,No
8529,NCT02080975,No
2028,NCT03973489,No
2029,NCT04498481,No
2021,NCT02291133,No
8619,NCT01703507,No
8607,NCT00228046,No
2244,NCT00607620,No
8623,NCT04313504,No
2012,NCT01903291,No
2247,NCT02703701,No
2013,NCT00895635,No
2246,NCT00277654,No
2245,NCT00573092,No
8584,NCT01481779,No
2239,NCT01109602,No
2242,NCT01063179,No
8621,NCT04563520,No
2241,NCT02865967,No
