,NCTId,Phase
1698,NCT02742532,Phase 2
8970,NCT04524351,Phase 2
1696,NCT00936000,Phase 2
1692,NCT02239926,Phase 2
8500,NCT03841682,Phase 2
8959,NCT03436953,Phase 2
8947,NCT03762161,Phase 2
8941,NCT01511107,Phase 2
1680,NCT00973674,Phase 2
8933,NCT02217007,Phase 2
8930,NCT02497937,Phase 2
8929,NCT01128621,Phase 2
8924,NCT03808675,Phase 2
1676,NCT03264131,Phase 2
8923,NCT01909752,Phase 2
8509,NCT01239368,Phase 2
8919,NCT00595231,Phase 2
1002,NCT01686282,Phase 2
8515,NCT01352286,Phase 2
8911,NCT00248612,Phase 2
8519,NCT03372811,Phase 2
1133,NCT03078751,Phase 2
8833,NCT02445794,Phase 2
8832,NCT03995667,Phase 2
8799,NCT03170206,Phase 2
1211,NCT02064426,Phase 2
1213,NCT03310580,Phase 2
1216,NCT03893032,Phase 2
1552,NCT02911285,Phase 2
1217,NCT00183807,Phase 2
8795,NCT00183339,Phase 2
1219,NCT01366924,Phase 2
1227,NCT04530136,Phase 2
8786,NCT03395314,Phase 2
1235,NCT00723008,Phase 2
8610,NCT01066949,Phase 2
1537,NCT02228850,Phase 2
1535,NCT00257816,Phase 2
8780,NCT01802944,Phase 2
8612,NCT01502761,Phase 2
8613,NCT01312181,Phase 2
8614,NCT00253448,Phase 2
8778,NCT04086264,Phase 2
1528,NCT00264758,Phase 2
1527,NCT01908205,Phase 2
1249,NCT02130323,Phase 2
1555,NCT00870987,Phase 2
1204,NCT03674970,Phase 2
1142,NCT00049439,Phase 2
8595,NCT02079766,Phase 2
1143,NCT01024686,Phase 2
1587,NCT00183872,Phase 2
8826,NCT01671475,Phase 2
8825,NCT02899988,Phase 2
8824,NCT04030962,Phase 2
8581,NCT00266864,Phase 2
1581,NCT00267358,Phase 2
1580,NCT00378131,Phase 2
8821,NCT03137082,Phase 2
8817,NCT00104156,Phase 2
1578,NCT00672074,Phase 2
8813,NCT01671332,Phase 2
1178,NCT01772823,Phase 2
1179,NCT01769456,Phase 2
1570,NCT00485134,Phase 2
1188,NCT01333488,Phase 2
8807,NCT02535572,Phase 2
1566,NCT04098250,Phase 2
1190,NCT01157897,Phase 2
8806,NCT01693874,Phase 2
8591,NCT00490945,Phase 2
2019,NCT01699022,Phase 2
8672,NCT04230499,Phase 2
2143,NCT00026611,Phase 2
9893,NCT03837353,Phase 2
8169,NCT01535924,Phase 2
8232,NCT01811940,Phase 2
8170,NCT00417976,Phase 2
8122,NCT00004409,Phase 2
9769,NCT03927105,Phase 2
8231,NCT02255357,Phase 2
9820,NCT03882359,Phase 2
2193,NCT03709823,Phase 2
9646,NCT04022889,Phase 2
9894,NCT03836950,Phase 2
9895,NCT03833921,Phase 2
9767,NCT03928288,Phase 2
9732,NCT03956797,Phase 2
9651,NCT04019197,Phase 2
2082,NCT03844412,Phase 2
9766,NCT03929211,Phase 2
2083,NCT02455011,Phase 2
2216,NCT04031729,Phase 2
2217,NCT01592383,Phase 2
9958,NCT03793829,Phase 2
9706,NCT03980769,Phase 2
9643,NCT04025372,Phase 2
9714,NCT03976076,Phase 2
9971,NCT03782493,Phase 2
8139,NCT03711500,Phase 2
9718,NCT03971799,Phase 2
2131,NCT00156013,Phase 2
9778,NCT03919175,Phase 2
9777,NCT03920878,Phase 2
9965,NCT03787680,Phase 2
8238,NCT00784849,Phase 2
9773,NCT03922724,Phase 2
2067,NCT01438307,Phase 2
130,NCT00237263,Phase 2
8077,NCT00124943,Phase 2
8193,NCT04470544,Phase 2
2064,NCT02056340,Phase 2
9862,NCT03861091,Phase 2
8235,NCT00676793,Phase 2
8234,NCT00176462,Phase 2
9708,NCT03980561,Phase 2
8223,NCT00775476,Phase 2
9822,NCT03881735,Phase 2
9901,NCT03829566,Phase 2
9684,NCT03997812,Phase 2
2288,NCT00930995,Phase 2
9749,NCT03941730,Phase 2
9671,NCT04003051,Phase 2
9674,NCT04002362,Phase 2
2232,NCT00322049,Phase 2
9682,NCT03999684,Phase 2
2238,NCT01050907,Phase 2
8128,NCT01460940,Phase 2
2157,NCT00018551,Phase 2
8132,NCT03599193,Phase 2
2281,NCT01878786,Phase 2
106,NCT01629537,Phase 2
2108,NCT01403428,Phase 2
8201,NCT03003949,Phase 2
8176,NCT01814501,Phase 2
2116,NCT00865358,Phase 2
9845,NCT03867682,Phase 2
8206,NCT00520208,Phase 2
2290,NCT00946088,Phase 2
8177,NCT02077959,Phase 2
8113,NCT00679666,Phase 2
9949,NCT03797612,Phase 2
9697,NCT03985423,Phase 2
2298,NCT00048555,Phase 2
9830,NCT03878589,Phase 2
2151,NCT04258397,Phase 2
9654,NCT04017936,Phase 2
119,NCT01150695,Phase 2
2094,NCT00123825,Phase 2
9736,NCT03953898,Phase 2
2239,NCT01109602,Phase 2
2276,NCT00392015,Phase 2
2223,NCT02179788,Phase 2
8082,NCT00397735,Phase 2
9759,NCT03933904,Phase 2
65,NCT00385047,Phase 2
9668,NCT04007588,Phase 2
9943,NCT03801369,Phase 2
8134,NCT00000273,Phase 2
9938,NCT03803761,Phase 2
2057,NCT00797953,Phase 2
9912,NCT03821246,Phase 2
2211,NCT02934191,Phase 2
5,NCT00312663,Phase 2
8260,NCT00515177,Phase 2
8072,NCT03015896,Phase 2
9817,NCT03883607,Phase 2
2317,NCT04450316,Phase 2
9621,NCT04044430,Phase 2
8255,NCT01100268,Phase 2
9623,NCT04042506,Phase 2
9808,NCT03897543,Phase 2
9872,NCT03849456,Phase 2
9624,NCT04040205,Phase 2
8145,NCT01141049,Phase 2
2194,NCT02762370,Phase 2
8253,NCT02812147,Phase 2
9878,NCT03847467,Phase 2
153,NCT03198793,Phase 2
8252,NCT01417286,Phase 2
9811,NCT03891784,Phase 2
9814,NCT03887429,Phase 2
9618,NCT04046549,Phase 2
8154,NCT00738920,Phase 2
9603,NCT04055012,Phase 2
8149,NCT00017199,Phase 2
9604,NCT04054687,Phase 2
8259,NCT00514449,Phase 2
9609,NCT04049669,Phase 2
2251,NCT00587990,Phase 2
2034,NCT00954681,Phase 2
2035,NCT03978234,Phase 2
8,NCT03972358,Phase 2
9994,NCT03769116,Phase 2
2036,NCT03342196,Phase 2
9601,NCT04055623,Phase 2
9611,NCT04049331,Phase 2
8146,NCT00004084,Phase 2
9985,NCT03773107,Phase 2
9804,NCT03899805,Phase 2
8152,NCT01812005,Phase 2
8159,NCT02256085,Phase 2
8263,NCT00079456,Phase 2
9818,NCT03883581,Phase 2
8251,NCT01649947,Phase 2
9974,NCT03781323,Phase 2
9891,NCT03838367,Phase 2
2254,NCT02236572,Phase 2
9596,NCT04057365,Phase 2
2021,NCT02291133,Phase 2
9977,NCT03778294,Phase 2
8241,NCT00332228,Phase 2
9972,NCT03781986,Phase 2
9595,NCT04058145,Phase 2
8162,NCT04390243,Phase 2
157,NCT04281290,Phase 2
9636,NCT04033237,Phase 2
2309,NCT01753115,Phase 2
2267,NCT02950337,Phase 2
9802,NCT03901378,Phase 2
2137,NCT00134901,Phase 2
2141,NCT01183637,Phase 2
9723,NCT03964532,Phase 2
9625,NCT04039087,Phase 2
2047,NCT03341078,Phase 2
8105,NCT02088177,Phase 2
2138,NCT01049776,Phase 2
2177,NCT01910519,Phase 2
4,NCT00312702,Phase 2
2207,NCT00465959,Phase 2
8184,NCT02022657,Phase 2
1137,NCT01540474,Phase 1
5457,NCT01937468,Phase 1
7006,NCT02369861,Phase 1
5409,NCT01751048,Phase 1
3926,NCT00453362,Phase 1
1130,NCT00002402,Phase 1
8834,NCT04475523,Phase 1
3865,NCT01760980,Phase 1
1190,NCT01157897,Phase 1
1132,NCT00291551,Phase 1
1136,NCT03906006,Phase 1
3933,NCT00000980,Phase 1
5408,NCT02853617,Phase 1
8833,NCT02445794,Phase 1
9877,NCT03848403,Phase 1
5407,NCT03795233,Phase 1
1145,NCT03291782,Phase 1
5416,NCT02919306,Phase 1
3886,NCT04130516,Phase 1
8818,NCT01314599,Phase 1
157,NCT04281290,Phase 1
9867,NCT03854721,Phase 1
1172,NCT00574600,Phase 1
7021,NCT03483649,Phase 1
3903,NCT00318643,Phase 1
5929,NCT00270439,Phase 1
8838,NCT03235219,Phase 1
8824,NCT04030962,Phase 1
5941,NCT00633087,Phase 1
7028,NCT00010309,Phase 1
8814,NCT01932242,Phase 1
1176,NCT02941042,Phase 1
5418,NCT02031328,Phase 1
1143,NCT01024686,Phase 1
8828,NCT04363242,Phase 1
5910,NCT01794078,Phase 1
3911,NCT00631085,Phase 1
1153,NCT02097173,Phase 1
1152,NCT03168854,Phase 1
8821,NCT03137082,Phase 1
7036,NCT01454999,Phase 1
1181,NCT02543931,Phase 1
9853,NCT03865212,Phase 1
3875,NCT00081900,Phase 1
8811,NCT02696291,Phase 1
1144,NCT04026321,Phase 1
1186,NCT01423825,Phase 1
5431,NCT02641353,Phase 1
9592,NCT04059523,Phase 1
3941,NCT03060538,Phase 1
8912,NCT03356639,Phase 1
8910,NCT02391727,Phase 1
6914,NCT04606342,Phase 1
9819,NCT03882762,Phase 1
1012,NCT02581748,Phase 1
8907,NCT00148902,Phase 1
1019,NCT01317667,Phase 1
1020,NCT00589589,Phase 1
8905,NCT00793975,Phase 1
5975,NCT04587583,Phase 1
4074,NCT01321346,Phase 1
9820,NCT03882359,Phase 1
8898,NCT04004325,Phase 1
6925,NCT03762772,Phase 1
4066,NCT00683553,Phase 1
8896,NCT01846468,Phase 1
8894,NCT02754687,Phase 1
8893,NCT01664624,Phase 1
5974,NCT04589611,Phase 1
4056,NCT01682746,Phase 1
9818,NCT03883581,Phase 1
8913,NCT03770780,Phase 1
8839,NCT02777554,Phase 1
8914,NCT02341638,Phase 1
8937,NCT03434769,Phase 1
8936,NCT01197911,Phase 1
5349,NCT00351416,Phase 1
4124,NCT01523977,Phase 1
4117,NCT01271023,Phase 1
4115,NCT00302861,Phase 1
8927,NCT02509117,Phase 1
4113,NCT04368988,Phase 1
4112,NCT03606655,Phase 1
5984,NCT04249544,Phase 1
5354,NCT00343005,Phase 1
4108,NCT00691587,Phase 1
4104,NCT03289676,Phase 1
4100,NCT02616640,Phase 1
4099,NCT02512926,Phase 1
8917,NCT04154670,Phase 1
8916,NCT03771586,Phase 1
8915,NCT01979601,Phase 1
5979,NCT04512105,Phase 1
1047,NCT00947245,Phase 1
8885,NCT02071121,Phase 1
1051,NCT02027155,Phase 1
8883,NCT00331058,Phase 1
1099,NCT01382095,Phase 1
8858,NCT02206607,Phase 1
9835,NCT03875287,Phase 1
3972,NCT00386542,Phase 1
8854,NCT01994473,Phase 1
9836,NCT03875209,Phase 1
8852,NCT03723395,Phase 1
8851,NCT01835223,Phase 1
5958,NCT00183833,Phase 1
8847,NCT02079480,Phase 1
3958,NCT02059564,Phase 1
9840,NCT03874052,Phase 1
8844,NCT00859053,Phase 1
9845,NCT03867682,Phase 1
3951,NCT03278626,Phase 1
6997,NCT00272259,Phase 1
6999,NCT02155829,Phase 1
8841,NCT02117336,Phase 1
7000,NCT01907906,Phase 1
8859,NCT01045421,Phase 1
1096,NCT01982474,Phase 1
1093,NCT00063778,Phase 1
4020,NCT01016483,Phase 1
4043,NCT00554359,Phase 1
8882,NCT01882010,Phase 1
1054,NCT00935337,Phase 1
1060,NCT01844804,Phase 1
1061,NCT01870986,Phase 1
8876,NCT02085473,Phase 1
1063,NCT01603264,Phase 1
4022,NCT00819169,Phase 1
8872,NCT04497116,Phase 1
1092,NCT02960568,Phase 1
8871,NCT01137006,Phase 1
8869,NCT02972255,Phase 1
4002,NCT02446626,Phase 1
5377,NCT00248092,Phase 1
8868,NCT02679729,Phase 1
9827,NCT03880656,Phase 1
1089,NCT01688960,Phase 1
9833,NCT03876028,Phase 1
4001,NCT03110354,Phase 1
5498,NCT03451773,Phase 1
3859,NCT01745887,Phase 1
7149,NCT01818869,Phase 1
9960,NCT03792516,Phase 1
9961,NCT03792477,Phase 1
1353,NCT00673465,Phase 1
3671,NCT01512095,Phase 1
8703,NCT02992977,Phase 1
7141,NCT00123968,Phase 1
1359,NCT02867059,Phase 1
5628,NCT03746769,Phase 1
8698,NCT03384836,Phase 1
5629,NCT00076557,Phase 1
9964,NCT03787758,Phase 1
5771,NCT03882437,Phase 1
3661,NCT04495569,Phase 1
5632,NCT03440450,Phase 1
5634,NCT00958022,Phase 1
3659,NCT01660607,Phase 1
5638,NCT02255162,Phase 1
5764,NCT00923247,Phase 1
3657,NCT00718588,Phase 1
5762,NCT02874573,Phase 1
9972,NCT03781986,Phase 1
7136,NCT00504335,Phase 1
9958,NCT03793829,Phase 1
3677,NCT00414778,Phase 1
8718,NCT00058045,Phase 1
5602,NCT01134510,Phase 1
8723,NCT02189889,Phase 1
8721,NCT00004930,Phase 1
5799,NCT01328197,Phase 1
5790,NCT03361384,Phase 1
8720,NCT00006018,Phase 1
5608,NCT02475707,Phase 1
7127,NCT04287478,Phase 1
5789,NCT02284685,Phase 1
5786,NCT02454010,Phase 1
49,NCT02773979,Phase 1
9957,NCT03794011,Phase 1
8717,NCT00955084,Phase 1
3689,NCT03812263,Phase 1
3688,NCT02629289,Phase 1
8711,NCT02973399,Phase 1
8710,NCT00004263,Phase 1
7133,NCT01484184,Phase 1
8707,NCT03758625,Phase 1
5615,NCT02494167,Phase 1
3655,NCT03992469,Phase 1
5645,NCT02655458,Phase 1
5810,NCT00792519,Phase 1
3648,NCT00053742,Phase 1
9983,NCT03773666,Phase 1
8678,NCT02829931,Phase 1
5745,NCT02796859,Phase 1
1399,NCT02486770,Phase 1
5673,NCT04296942,Phase 1
5744,NCT01860352,Phase 1
9985,NCT03773107,Phase 1
5738,NCT00876434,Phase 1
9986,NCT03772925,Phase 1
3601,NCT01707069,Phase 1
1400,NCT00652574,Phase 1
3598,NCT02511054,Phase 1
5694,NCT03789097,Phase 1
9995,NCT03768310,Phase 1
1403,NCT00006604,Phase 1
3584,NCT01506544,Phase 1
5721,NCT01574937,Phase 1
5,NCT00312663,Phase 1
4,NCT00312702,Phase 1
1414,NCT01190761,Phase 1
3577,NCT01389726,Phase 1
22,NCT00928694,Phase 1
8680,NCT01902225,Phase 1
3609,NCT03966053,Phase 1
5662,NCT02287428,Phase 1
8692,NCT00462358,Phase 1
33,NCT02334462,Phase 1
5651,NCT02683187,Phase 1
5653,NCT01177579,Phase 1
5657,NCT02792426,Phase 1
8689,NCT02520115,Phase 1
3631,NCT02587520,Phase 1
5660,NCT00489931,Phase 1
8686,NCT00310895,Phase 1
8684,NCT03315507,Phase 1
9982,NCT03774654,Phase 1
3623,NCT00114010,Phase 1
1387,NCT00844493,Phase 1
8683,NCT02086604,Phase 1
1389,NCT02898779,Phase 1
7169,NCT01559103,Phase 1
5751,NCT03860077,Phase 1
1391,NCT01702857,Phase 1
1393,NCT01632917,Phase 1
9980,NCT03776539,Phase 1
55,NCT00666380,Phase 1
1328,NCT00657618,Phase 1
5467,NCT00244361,Phase 1
5866,NCT00004025,Phase 1
8793,NCT01992341,Phase 1
5493,NCT00466206,Phase 1
8791,NCT03385486,Phase 1
8787,NCT01457339,Phase 1
9894,NCT03836950,Phase 1
5497,NCT02866721,Phase 1
8783,NCT02061423,Phase 1
5501,NCT00498355,Phase 1
5504,NCT04011059,Phase 1
5876,NCT02139397,Phase 1
5507,NCT02335905,Phase 1
3804,NCT04482699,Phase 1
8778,NCT04086264,Phase 1
121,NCT00935623,Phase 1
8776,NCT00813423,Phase 1
1248,NCT02378415,Phase 1
3794,NCT00414947,Phase 1
114,NCT03382418,Phase 1
3791,NCT00069446,Phase 1
5517,NCT02057289,Phase 1
3775,NCT03636477,Phase 1
8794,NCT02150681,Phase 1
3824,NCT00138476,Phase 1
1221,NCT03030430,Phase 1
9881,NCT03844906,Phase 1
9878,NCT03847467,Phase 1
3856,NCT00747734,Phase 1
7044,NCT02817984,Phase 1
8806,NCT01693874,Phase 1
7048,NCT01901887,Phase 1
8805,NCT01214655,Phase 1
3845,NCT01261767,Phase 1
8801,NCT03912350,Phase 1
1204,NCT03674970,Phase 1
9882,NCT03843528,Phase 1
1219,NCT01366924,Phase 1
1206,NCT01888718,Phase 1
1207,NCT02458092,Phase 1
9883,NCT03843294,Phase 1
8799,NCT03170206,Phase 1
5483,NCT01028144,Phase 1
9891,NCT03838367,Phase 1
7061,NCT01005615,Phase 1
3828,NCT00002120,Phase 1
9893,NCT03837353,Phase 1
8757,NCT00596284,Phase 1
5519,NCT01553461,Phase 1
3706,NCT02824276,Phase 1
7082,NCT02904369,Phase 1
86,NCT02766647,Phase 1
3738,NCT03256344,Phase 1
9929,NCT03810703,Phase 1
8742,NCT04443088,Phase 1
79,NCT02766634,Phase 1
9932,NCT03807739,Phase 1
3730,NCT00459316,Phase 1
8735,NCT01678079,Phase 1
9938,NCT03803761,Phase 1
71,NCT03353480,Phase 1
8733,NCT00831766,Phase 1
5568,NCT01992874,Phase 1
8730,NCT04178577,Phase 1
5571,NCT02360007,Phase 1
3717,NCT00736775,Phase 1
7116,NCT02430506,Phase 1
5572,NCT02440061,Phase 1
65,NCT00385047,Phase 1
9945,NCT03799848,Phase 1
9947,NCT03798314,Phase 1
5814,NCT03194685,Phase 1
3742,NCT01638104,Phase 1
3743,NCT04461353,Phase 1
8745,NCT01394003,Phase 1
8750,NCT01090011,Phase 1
5864,NCT00664898,Phase 1
3769,NCT00668928,Phase 1
112,NCT00796315,Phase 1
109,NCT01927835,Phase 1
7084,NCT00688714,Phase 1
3766,NCT03976869,Phase 1
7088,NCT03279120,Phase 1
5529,NCT04396873,Phase 1
5531,NCT02362425,Phase 1
9914,NCT03819881,Phase 1
1289,NCT03341754,Phase 1
5854,NCT00043706,Phase 1
9916,NCT03819387,Phase 1
8749,NCT01982435,Phase 1
1282,NCT02920398,Phase 1
93,NCT00960479,Phase 1
92,NCT00959933,Phase 1
7099,NCT01937338,Phase 1
5553,NCT03253744,Phase 1
8746,NCT02665143,Phase 1
4133,NCT04554966,Phase 1
9024,NCT04570839,Phase 1
4141,NCT00164658,Phase 1
9330,NCT04292119,Phase 1
5134,NCT02078284,Phase 1
6505,NCT00790374,Phase 1
9341,NCT04279847,Phase 1
6513,NCT01205178,Phase 1
5136,NCT01286038,Phase 1
4677,NCT02232269,Phase 1
9339,NCT04282668,Phase 1
6518,NCT02248090,Phase 1
9336,NCT04284514,Phase 1
4669,NCT01710943,Phase 1
6127,NCT01140373,Phase 1
4762,NCT00372983,Phase 1
6526,NCT03069144,Phase 1
9326,NCT04294043,Phase 1
6120,NCT01299142,Phase 1
9322,NCT04295642,Phase 1
6119,NCT01305811,Phase 1
6118,NCT01310192,Phase 1
9314,NCT04305184,Phase 1
9313,NCT04305587,Phase 1
9309,NCT04306146,Phase 1
9304,NCT04311619,Phase 1
6138,NCT00904423,Phase 1
4690,NCT02545010,Phase 1
4691,NCT00836147,Phase 1
4694,NCT00816426,Phase 1
4759,NCT01428154,Phase 1
6451,NCT00782353,Phase 1
9652,NCT04018599,Phase 1
6456,NCT02461771,Phase 1
9653,NCT04018274,Phase 1
9377,NCT04251026,Phase 1
6153,NCT00716469,Phase 1
4740,NCT01766960,Phase 1
4737,NCT01859026,Phase 1
5113,NCT01119521,Phase 1
6151,NCT00742001,Phase 1
9658,NCT04017130,Phase 1
9659,NCT04016233,Phase 1
9660,NCT04016077,Phase 1
9358,NCT04263831,Phase 1
5121,NCT01849887,Phase 1
9356,NCT04267250,Phase 1
4711,NCT01527838,Phase 1
5122,NCT01859858,Phase 1
6141,NCT00853528,Phase 1
4699,NCT04478357,Phase 1
6539,NCT00648544,Phase 1
4644,NCT02601625,Phase 1
5156,NCT01324102,Phase 1
6103,NCT01459172,Phase 1
9251,NCT04354246,Phase 1
6594,NCT01326481,Phase 1
6595,NCT01533155,Phase 1
6099,NCT01518881,Phase 1
4576,NCT04026009,Phase 1
6096,NCT01564407,Phase 1
6625,NCT01662973,Phase 1
9234,NCT04372433,Phase 1
4553,NCT01029483,Phase 1
9233,NCT04372641,Phase 1
6626,NCT00710502,Phase 1
6095,NCT01566877,Phase 1
6093,NCT01593072,Phase 1
4546,NCT03671785,Phase 1
1416,NCT01190748,Phase 1
4544,NCT00128999,Phase 1
5186,NCT01657760,Phase 1
6085,NCT01728753,Phase 1
5198,NCT01575860,Phase 1
9223,NCT04379011,Phase 1
4524,NCT00299065,Phase 1
6588,NCT04134273,Phase 1
6585,NCT01403233,Phase 1
9303,NCT04313400,Phase 1
9255,NCT04349436,Phase 1
6117,NCT01320059,Phase 1
6116,NCT01322503,Phase 1
4633,NCT02249650,Phase 1
6546,NCT00513643,Phase 1
5159,NCT03710356,Phase 1
6113,NCT01353027,Phase 1
5164,NCT01781936,Phase 1
9293,NCT04319224,Phase 1
9278,NCT04332523,Phase 1
4609,NCT00199797,Phase 1
6574,NCT00777296,Phase 1
5165,NCT04536350,Phase 1
6575,NCT02083679,Phase 1
9268,NCT04341311,Phase 1
6112,NCT01353040,Phase 1
6111,NCT01372644,Phase 1
4598,NCT02647983,Phase 1
6109,NCT01390064,Phase 1
6105,NCT01447407,Phase 1
9260,NCT04344457,Phase 1
4592,NCT00580944,Phase 1
9385,NCT04242147,Phase 1
9392,NCT04239040,Phase 1
9715,NCT03976050,Phase 1
6299,NCT01326104,Phase 1
6190,NCT03418857,Phase 1
9621,NCT04044430,Phase 1
4948,NCT03426891,Phase 1
9517,NCT04119024,Phase 1
6291,NCT03892746,Phase 1
6189,NCT02063230,Phase 1
4933,NCT03042182,Phase 1
9498,NCT04134715,Phase 1
6298,NCT01843686,Phase 1
9497,NCT04134884,Phase 1
9496,NCT04137536,Phase 1
6154,NCT00714727,Phase 1
6300,NCT01119326,Phase 1
5070,NCT00138411,Phase 1
9627,NCT04038840,Phase 1
6302,NCT00508586,Phase 1
5073,NCT04502589,Phase 1
6184,NCT00083525,Phase 1
9492,NCT04143711,Phase 1
4916,NCT01946867,Phase 1
9491,NCT04144023,Phase 1
5075,NCT03662412,Phase 1
4956,NCT01762995,Phase 1
6280,NCT00349713,Phase 1
9616,NCT04047420,Phase 1
4959,NCT01584596,Phase 1
9583,NCT04072458,Phase 1
6239,NCT02305186,Phase 1
6243,NCT02630043,Phase 1
9579,NCT04074343,Phase 1
9598,NCT04056468,Phase 1
9569,NCT04082481,Phase 1
9599,NCT04056455,Phase 1
6212,NCT02481310,Phase 1
6260,NCT01843621,Phase 1
5038,NCT02036502,Phase 1
9554,NCT04090684,Phase 1
9602,NCT04055168,Phase 1
9550,NCT04091061,Phase 1
6267,NCT01080716,Phase 1
9546,NCT04093050,Phase 1
9544,NCT04094857,Phase 1
6277,NCT00384670,Phase 1
4964,NCT00672204,Phase 1
6279,NCT00358332,Phase 1
9531,NCT04108858,Phase 1
5052,NCT01331486,Phase 1
9490,NCT04145375,Phase 1
5076,NCT01001221,Phase 1
6319,NCT00671944,Phase 1
4837,NCT01372358,Phase 1
6168,NCT00426959,Phase 1
9444,NCT04201145,Phase 1
4833,NCT00536445,Phase 1
4831,NCT02599454,Phase 1
4830,NCT02511041,Phase 1
4825,NCT04588727,Phase 1
9435,NCT04209049,Phase 1
6166,NCT00541164,Phase 1
9429,NCT04211766,Phase 1
5096,NCT00000788,Phase 1
9645,NCT04022980,Phase 1
9422,NCT04219280,Phase 1
4807,NCT02359045,Phase 1
9420,NCT04220190,Phase 1
6165,NCT00582140,Phase 1
5101,NCT00574587,Phase 1
6404,NCT01491919,Phase 1
9416,NCT04222712,Phase 1
9410,NCT04227847,Phase 1
5106,NCT00699777,Phase 1
6428,NCT04117607,Phase 1
6373,NCT04396717,Phase 1
4838,NCT01372345,Phase 1
6182,NCT00186108,Phase 1
9446,NCT04200573,Phase 1
9487,NCT04146051,Phase 1
9634,NCT04037865,Phase 1
9636,NCT04033237,Phase 1
9482,NCT04152473,Phase 1
4886,NCT02121782,Phase 1
4883,NCT01499706,Phase 1
9479,NCT04154774,Phase 1
9477,NCT04160065,Phase 1
4880,NCT01113502,Phase 1
9471,NCT04169321,Phase 1
9463,NCT04178993,Phase 1
9462,NCT04179474,Phase 1
4860,NCT00317473,Phase 1
9456,NCT04188015,Phase 1
6173,NCT00405678,Phase 1
9454,NCT04188262,Phase 1
4849,NCT01016860,Phase 1
9638,NCT04032834,Phase 1
9640,NCT04026711,Phase 1
6367,NCT03776994,Phase 1
6368,NCT01984983,Phase 1
9217,NCT04383938,Phase 1
6650,NCT03593187,Phase 1
4142,NCT00075283,Phase 1
5284,NCT02429375,Phase 1
6037,NCT02988401,Phase 1
6780,NCT02204098,Phase 1
4300,NCT03395119,Phase 1
9085,NCT04517552,Phase 1
6785,NCT01273922,Phase 1
9766,NCT03929211,Phase 1
4292,NCT02421367,Phase 1
9075,NCT04524962,Phase 1
9074,NCT04526509,Phase 1
4289,NCT03165591,Phase 1
4284,NCT01092572,Phase 1
9111,NCT04495257,Phase 1
9064,NCT04539002,Phase 1
4282,NCT02037282,Phase 1
9059,NCT04541550,Phase 1
4268,NCT03968848,Phase 1
6025,NCT03258658,Phase 1
4266,NCT02206425,Phase 1
4265,NCT02685826,Phase 1
6024,NCT03266965,Phase 1
9775,NCT03922204,Phase 1
4261,NCT02103335,Phase 1
4303,NCT00114699,Phase 1
9087,NCT04515576,Phase 1
6778,NCT02334384,Phase 1
6776,NCT02718469,Phase 1
6752,NCT03762291,Phase 1
4345,NCT02193958,Phase 1
9105,NCT04498520,Phase 1
4344,NCT02661542,Phase 1
9102,NCT04501796,Phase 1
9748,NCT03941743,Phase 1
9750,NCT03940950,Phase 1
9099,NCT04502706,Phase 1
6755,NCT03038828,Phase 1
4332,NCT01587703,Phase 1
9758,NCT03936465,Phase 1
4329,NCT00683085,Phase 1
9095,NCT04506567,Phase 1
9093,NCT04508751,Phase 1
4325,NCT00728455,Phase 1
9762,NCT03933488,Phase 1
9092,NCT04510298,Phase 1
6767,NCT04255498,Phase 1
4319,NCT04274907,Phase 1
4314,NCT03355794,Phase 1
6775,NCT03040687,Phase 1
5294,NCT03808740,Phase 1
6022,NCT03366844,Phase 1
9044,NCT04555811,Phase 1
8989,NCT04598321,Phase 1
4189,NCT00101790,Phase 1
5335,NCT04399889,Phase 1
9808,NCT03897543,Phase 1
5991,NCT04024878,Phase 1
4183,NCT00680069,Phase 1
9810,NCT03895684,Phase 1
8973,NCT02422485,Phase 1
8972,NCT00886821,Phase 1
8970,NCT04524351,Phase 1
5345,NCT01143194,Phase 1
4171,NCT00081640,Phase 1
6875,NCT00523224,Phase 1
5346,NCT00396812,Phase 1
4166,NCT03401385,Phase 1
4163,NCT01166919,Phase 1
4162,NCT00979238,Phase 1
6880,NCT01498458,Phase 1
8963,NCT00882557,Phase 1
5987,NCT04144257,Phase 1
8950,NCT03900949,Phase 1
5986,NCT04171115,Phase 1
6860,NCT02792114,Phase 1
9803,NCT03900793,Phase 1
6818,NCT04176328,Phase 1
8999,NCT04592549,Phase 1
6016,NCT03463239,Phase 1
6011,NCT03615196,Phase 1
9037,NCT04561362,Phase 1
6004,NCT03763643,Phase 1
4243,NCT00308061,Phase 1
5316,NCT02429934,Phase 1
4240,NCT00120471,Phase 1
9786,NCT03913260,Phase 1
5318,NCT00341250,Phase 1
9789,NCT03912064,Phase 1
9796,NCT03904615,Phase 1
9591,NCT04060849,Phase 1
5999,NCT03861390,Phase 1
6840,NCT01260727,Phase 1
5325,NCT02086630,Phase 1
9011,NCT04580797,Phase 1
4215,NCT02135276,Phase 1
9003,NCT04587713,Phase 1
4208,NCT02976831,Phase 1
5329,NCT02638090,Phase 1
6849,NCT02863809,Phase 1
9746,NCT03943238,Phase 1
4355,NCT03030885,Phase 1
9213,NCT04387084,Phase 1
4448,NCT01159561,Phase 1
5224,NCT04047251,Phase 1
4460,NCT00248833,Phase 1
4459,NCT00292929,Phase 1
4458,NCT00292942,Phase 1
