,NCTId,DesignPrimaryPurpose
5770,NCT02484248,Treatment
8849,NCT02043496,Treatment
6308,NCT04225598,Treatment
5768,NCT02281760,Treatment
5766,NCT04028960,Treatment
8843,NCT00400803,Treatment
5765,NCT03184025,Treatment
8839,NCT02777554,Treatment
6313,NCT02346994,Treatment
8838,NCT03235219,Treatment
5764,NCT00923247,Treatment
8836,NCT02325128,Treatment
8835,NCT00624520,Treatment
8834,NCT04475523,Treatment
8833,NCT02445794,Treatment
5762,NCT02874573,Treatment
8831,NCT03727815,Treatment
6311,NCT04186533,Treatment
8828,NCT04363242,Treatment
8827,NCT02853149,Treatment
8825,NCT02899988,Treatment
8824,NCT04030962,Treatment
8823,NCT04407767,Treatment
9337,NCT04283630,Treatment
9339,NCT04282668,Treatment
9340,NCT04280653,Treatment
9853,NCT03865212,Treatment
6052,NCT02506192,Treatment
9845,NCT03867682,Treatment
6054,NCT02378025,Treatment
9849,NCT03866616,Treatment
9850,NCT03866005,Treatment
6055,NCT02357836,Treatment
6056,NCT02353026,Treatment
6059,NCT02317640,Treatment
9855,NCT03864146,Treatment
6057,NCT02339220,Treatment
6173,NCT00405678,Treatment
9860,NCT03862053,Treatment
9861,NCT03861832,Treatment
9862,NCT03861091,Treatment
9842,NCT03873259,Treatment
9840,NCT03874052,Treatment
9839,NCT03874351,Treatment
6051,NCT02535949,Treatment
6177,NCT00337961,Treatment
9836,NCT03875209,Treatment
6178,NCT00308113,Treatment
6048,NCT02611375,Treatment
9833,NCT03876028,Treatment
6179,NCT00256724,Treatment
9830,NCT03878589,Treatment
6045,NCT02679560,Treatment
6181,NCT00206453,Treatment
9827,NCT03880656,Treatment
6182,NCT00186108,Treatment
9824,NCT03881267,Treatment
9823,NCT03881449,Treatment
9864,NCT03856034,Treatment
6060,NCT02303964,Treatment
6042,NCT02871349,Treatment
9897,NCT03833349,Treatment
9895,NCT03833921,Treatment
157,NCT04281290,Treatment
6067,NCT02025179,Treatment
6069,NCT02019927,Treatment
153,NCT03198793,Treatment
152,NCT02352532,Treatment
150,NCT01028300,Treatment
9867,NCT03854721,Treatment
9901,NCT03829566,Treatment
9902,NCT03828916,Treatment
9903,NCT03828682,Treatment
6070,NCT02011542,Treatment
9905,NCT03825640,Treatment
9906,NCT03825588,Treatment
9894,NCT03836950,Treatment
9893,NCT03837353,Treatment
9891,NCT03838367,Treatment
6066,NCT02041715,Treatment
9887,NCT03841513,Treatment
6065,NCT02058680,Treatment
9883,NCT03843294,Treatment
9882,NCT03843528,Treatment
9880,NCT03845465,Treatment
9879,NCT03847194,Treatment
9878,NCT03847467,Treatment
6167,NCT00527982,Treatment
6170,NCT00411632,Treatment
9872,NCT03849456,Treatment
6062,NCT02187198,Treatment
6171,NCT00410059,Treatment
9869,NCT03851016,Treatment
9822,NCT03881735,Treatment
9819,NCT03882762,Treatment
9341,NCT04279847,Treatment
9749,NCT03941730,Treatment
9740,NCT03948139,Treatment
9742,NCT03945721,Treatment
9743,NCT03945474,Treatment
9744,NCT03945383,Treatment
9746,NCT03943238,Treatment
6030,NCT03150511,Treatment
9750,NCT03940950,Treatment
6188,NCT00962637,Treatment
9751,NCT03940508,Treatment
6031,NCT03123224,Treatment
6032,NCT03110302,Treatment
6190,NCT03418857,Treatment
9758,NCT03936465,Treatment
9759,NCT03933904,Treatment
9739,NCT03948386,Treatment
9738,NCT03951610,Treatment
9736,NCT03953898,Treatment
9735,NCT03954392,Treatment
6191,NCT01873573,Treatment
9733,NCT03956056,Treatment
9732,NCT03956797,Treatment
6027,NCT03197922,Treatment
9730,NCT03961633,Treatment
9727,NCT03962725,Treatment
9724,NCT03964454,Treatment
9723,NCT03964532,Treatment
9721,NCT03967093,Treatment
9720,NCT03969589,Treatment
9719,NCT03970512,Treatment
9718,NCT03971799,Treatment
9717,NCT03972228,Treatment
9760,NCT03933631,Treatment
9763,NCT03931772,Treatment
9818,NCT03883581,Treatment
9805,NCT03899181,Treatment
6184,NCT00083525,Treatment
9798,NCT03904407,Treatment
9799,NCT03904043,Treatment
9802,NCT03901378,Treatment
9803,NCT03900793,Treatment
9804,NCT03899805,Treatment
9808,NCT03897543,Treatment
9764,NCT03931746,Treatment
9810,NCT03895684,Treatment
9811,NCT03891784,Treatment
6041,NCT02881944,Treatment
9814,NCT03887429,Treatment
9816,NCT03884374,Treatment
9817,NCT03883607,Treatment
6039,NCT02935621,Treatment
9791,NCT03908996,Treatment
9789,NCT03912064,Treatment
6186,NCT00921557,Treatment
6037,NCT02988401,Treatment
9779,NCT03917160,Treatment
9778,NCT03919175,Treatment
9777,NCT03920878,Treatment
9776,NCT03921814,Treatment
9775,NCT03922204,Treatment
6187,NCT00494975,Treatment
9773,NCT03922724,Treatment
6035,NCT03078530,Treatment
9769,NCT03927105,Treatment
9768,NCT03928041,Treatment
9767,NCT03928288,Treatment
9766,NCT03929211,Treatment
143,NCT04072289,Treatment
9908,NCT03823742,Treatment
6165,NCT00582140,Treatment
6113,NCT01353027,Treatment
9969,NCT03785288,Treatment
6110,NCT01373489,Treatment
6112,NCT01353040,Treatment
9971,NCT03782493,Treatment
9972,NCT03781986,Treatment
45,NCT04263311,Treatment
6114,NCT01345591,Treatment
9981,NCT03775590,Treatment
9974,NCT03781323,Treatment
9975,NCT03779997,Treatment
9977,NCT03778294,Treatment
39,NCT04021030,Treatment
9979,NCT03777046,Treatment
9980,NCT03776539,Treatment
9967,NCT03785392,Treatment
52,NCT04191824,Treatment
9966,NCT03786055,Treatment
54,NCT02813577,Treatment
6109,NCT01390064,Treatment
9965,NCT03787680,Treatment
57,NCT04163341,Treatment
9964,NCT03787758,Treatment
59,NCT02867722,Treatment
9962,NCT03788486,Treatment
9960,NCT03792516,Treatment
63,NCT04229212,Treatment
64,NCT02848781,Treatment
6142,NCT00852644,Treatment
9959,NCT03792698,Treatment
6143,NCT00851253,Treatment
9957,NCT03794011,Treatment
36,NCT03683134,Treatment
34,NCT03311295,Treatment
9910,NCT03822962,Treatment
9995,NCT03768310,Treatment
9991,NCT03770377,Treatment
6123,NCT01265433,Treatment
13,NCT00121108,Treatment
6137,NCT00911248,Treatment
9993,NCT03769727,Treatment
9994,NCT03769116,Treatment
8,NCT03972358,Treatment
6141,NCT00853528,Treatment
9996,NCT03768206,Treatment
9997,NCT03767738,Treatment
6134,NCT00986986,Treatment
6126,NCT01155024,Treatment
9998,NCT03767595,Treatment
6127,NCT01140373,Treatment
16,NCT00724867,Treatment
9989,NCT03771235,Treatment
6122,NCT01269164,Treatment
6121,NCT01281267,Treatment
9986,NCT03772925,Treatment
21,NCT03995745,Treatment
22,NCT00928694,Treatment
9985,NCT03773107,Treatment
24,NCT00413673,Treatment
6119,NCT01305811,Treatment
26,NCT04004260,Treatment
9984,NCT03773419,Treatment
9983,NCT03773666,Treatment
29,NCT00646438,Treatment
9982,NCT03774654,Treatment
6138,NCT00904423,Treatment
6140,NCT00870545,Treatment
70,NCT00412568,Treatment
6149,NCT00749203,Treatment
72,NCT00800267,Treatment
6085,NCT01728753,Treatment
6079,NCT01820455,Treatment
6080,NCT01810276,Treatment
6163,NCT00583024,Treatment
6082,NCT01760785,Treatment
6083,NCT01758224,Treatment
6162,NCT00583752,Treatment
115,NCT00054743,Treatment
6152,NCT00720096,Treatment
6086,NCT01714349,Treatment
9924,NCT03813524,Treatment
9926,NCT03812146,Treatment
111,NCT01306266,Treatment
6088,NCT01673594,Treatment
9928,NCT03811405,Treatment
6078,NCT01822301,Treatment
9918,NCT03818191,Treatment
6077,NCT01828983,Treatment
9916,NCT03819387,Treatment
127,NCT01256164,Treatment
128,NCT03631472,Treatment
9915,NCT03819608,Treatment
130,NCT00237263,Treatment
131,NCT02939131,Treatment
9914,NCT03819881,Treatment
6076,NCT01845740,Treatment
134,NCT02829073,Treatment
6075,NCT01847469,Treatment
136,NCT01568424,Treatment
6074,NCT01857128,Treatment
6073,NCT01879696,Treatment
9912,NCT03821246,Treatment
107,NCT00351741,Treatment
106,NCT01629537,Treatment
6158,NCT00636441,Treatment
88,NCT00413517,Treatment
74,NCT01087905,Treatment
75,NCT02616198,Treatment
9955,NCT03795051,Treatment
77,NCT02163525,Treatment
9954,NCT03795168,Treatment
9953,NCT03795701,Treatment
6099,NCT01518881,Treatment
6098,NCT01525680,Treatment
6097,NCT01547325,Treatment
83,NCT02128542,Treatment
9949,NCT03797612,Treatment
9947,NCT03798314,Treatment
9946,NCT03799640,Treatment
9944,NCT03800927,Treatment
6153,NCT00716469,Treatment
9932,NCT03807739,Treatment
9943,NCT03801369,Treatment
6095,NCT01566877,Treatment
92,NCT00959933,Treatment
93,NCT00960479,Treatment
6154,NCT00714727,Treatment
95,NCT02207569,Treatment
6093,NCT01593072,Treatment
97,NCT02069925,Treatment
9940,NCT03803553,Treatment
99,NCT02746809,Treatment
6092,NCT01633892,Treatment
9938,NCT03803761,Treatment
6155,NCT00656019,Treatment
6090,NCT01645722,Treatment
6025,NCT03258658,Treatment
9715,NCT03976050,Treatment
9714,NCT03976076,Treatment
6222,NCT02675426,Treatment
9454,NCT04188262,Treatment
9455,NCT04188197,Treatment
9456,NCT04188015,Treatment
9457,NCT04186793,Treatment
5943,NCT01673828,Treatment
9459,NCT04182113,Treatment
9461,NCT04179981,Treatment
9476,NCT04162145,Treatment
9462,NCT04179474,Treatment
9464,NCT04176172,Treatment
5945,NCT03685058,Treatment
9466,NCT04174352,Treatment
9467,NCT04173572,Treatment
6221,NCT02629159,Treatment
5942,NCT03725332,Treatment
9452,NCT04188873,Treatment
9451,NCT04192227,Treatment
9450,NCT04195399,Treatment
5941,NCT00633087,Treatment
6223,NCT02706951,Treatment
9446,NCT04200573,Treatment
9445,NCT04201132,Treatment
9444,NCT04201145,Treatment
9443,NCT04203225,Treatment
9440,NCT04204668,Treatment
9438,NCT04207255,Treatment
5938,NCT02319967,Treatment
6226,NCT01885806,Treatment
9435,NCT04209049,Treatment
9434,NCT04209790,Treatment
6227,NCT04182659,Treatment
9474,NCT04164108,Treatment
9477,NCT04160065,Treatment
9518,NCT04118998,Treatment
9505,NCT04128618,Treatment
5955,NCT04255953,Treatment
9499,NCT04134559,Treatment
5956,NCT02253147,Treatment
5957,NCT02267187,Treatment
9502,NCT04131647,Treatment
9504,NCT04128995,Treatment
9507,NCT04126070,Treatment
9478,NCT04160000,Treatment
9510,NCT04124939,Treatment
9511,NCT04124419,Treatment
9512,NCT04123574,Treatment
5958,NCT00183833,Treatment
5959,NCT00962403,Treatment
9515,NCT04121364,Treatment
9497,NCT04134884,Treatment
9496,NCT04137536,Treatment
9494,NCT04142229,Treatment
5954,NCT00506389,Treatment
9492,NCT04143711,Treatment
9491,NCT04144023,Treatment
9490,NCT04145375,Treatment
5953,NCT01537081,Treatment
5951,NCT01652079,Treatment
9487,NCT04146051,Treatment
9486,NCT04148352,Treatment
5949,NCT01011348,Treatment
9483,NCT04150913,Treatment
6214,NCT03113786,Treatment
9481,NCT04152707,Treatment
9480,NCT04153188,Treatment
9479,NCT04154774,Treatment
9432,NCT04210180,Treatment
9431,NCT04210427,Treatment
6228,NCT02706847,Treatment
9375,NCT04252040,Treatment
9364,NCT04259645,Treatment
9367,NCT04257136,Treatment
9369,NCT04256317,Treatment
9370,NCT04254692,Treatment
9372,NCT04254653,Treatment
9374,NCT04253782,Treatment
5915,NCT01292876,Treatment
5933,NCT00628498,Treatment
9377,NCT04251026,Treatment
9378,NCT04250662,Treatment
5916,NCT01239680,Treatment
5918,NCT01177488,Treatment
9381,NCT04243486,Treatment
9382,NCT04243044,Treatment
5913,NCT01458561,Treatment
9361,NCT04262869,Treatment
9359,NCT04263259,Treatment
9358,NCT04263831,Treatment
5912,NCT01518491,Treatment
9355,NCT04268745,Treatment
9353,NCT04269707,Treatment
9352,NCT04269772,Treatment
6241,NCT04573920,Treatment
9350,NCT04270682,Treatment
9349,NCT04273139,Treatment
9348,NCT04273282,Treatment
5910,NCT01794078,Treatment
9346,NCT04276194,Treatment
9344,NCT04278157,Treatment
9343,NCT04278781,Treatment
6242,NCT04573478,Treatment
5919,NCT01086475,Treatment
9385,NCT04242147,Treatment
6239,NCT02305186,Treatment
9408,NCT04228289,Treatment
9427,NCT04214249,Treatment
9426,NCT04214301,Treatment
9424,NCT04218370,Treatment
9422,NCT04219280,Treatment
9420,NCT04220190,Treatment
5931,NCT01213914,Treatment
9416,NCT04222712,Treatment
9415,NCT04223635,Treatment
9414,NCT04225585,Treatment
6230,NCT00321932,Treatment
5929,NCT00270439,Treatment
6233,NCT01092416,Treatment
9410,NCT04227847,Treatment
9409,NCT04228055,Treatment
9407,NCT04229979,Treatment
9387,NCT04241913,Treatment
9406,NCT04231318,Treatment
9405,NCT04232124,Treatment
9403,NCT04233073,Treatment
9402,NCT04233112,Treatment
9401,NCT04233671,Treatment
6236,NCT02775773,Treatment
9399,NCT04235686,Treatment
6237,NCT02604238,Treatment
9396,NCT04235907,Treatment
9394,NCT04238143,Treatment
6238,NCT02503319,Treatment
9392,NCT04239040,Treatment
9391,NCT04240561,Treatment
9389,NCT04240756,Treatment
9517,NCT04119024,Treatment
9520,NCT04118036,Treatment
9713,NCT03976102,Treatment
9649,NCT04021602,Treatment
9643,NCT04025372,Treatment
5999,NCT03861390,Treatment
9645,NCT04022980,Treatment
6000,NCT03851406,Treatment
9647,NCT04022707,Treatment
6001,NCT03803332,Treatment
6003,NCT03769259,Treatment
6009,NCT03668873,Treatment
9651,NCT04019197,Treatment
9654,NCT04017936,Treatment
9656,NCT04017390,Treatment
9657,NCT04017312,Treatment
6196,NCT01076504,Treatment
6194,NCT04560946,Treatment
9642,NCT04025463,Treatment
9640,NCT04026711,Treatment
9638,NCT04032834,Treatment
9637,NCT04033081,Treatment
5996,NCT03900845,Treatment
9633,NCT04038125,Treatment
9632,NCT04038463,Treatment
6201,NCT01055990,Treatment
9629,NCT04038671,Treatment
9628,NCT04038697,Treatment
6202,NCT00036647,Treatment
5993,NCT03984487,Treatment
9624,NCT04040205,Treatment
9623,NCT04042506,Treatment
9621,NCT04044430,Treatment
5992,NCT04001790,Treatment
9617,NCT04047277,Treatment
9664,NCT04014400,Treatment
9667,NCT04007666,Treatment
9521,NCT04116112,Treatment
9701,NCT03983681,Treatment
9694,NCT03990389,Treatment
6018,NCT03418129,Treatment
9697,NCT03985423,Treatment
9698,NCT03984994,Treatment
6021,NCT03387553,Treatment
6022,NCT03366844,Treatment
9702,NCT03982342,Treatment
9668,NCT04007588,Treatment
6192,NCT03821402,Treatment
9706,NCT03980769,Treatment
9707,NCT03980743,Treatment
9708,NCT03980561,Treatment
6024,NCT03266965,Treatment
9711,NCT03978598,Treatment
9692,NCT03991169,Treatment
9691,NCT03993041,Treatment
9688,NCT03995316,Treatment
9686,NCT03996707,Treatment
9684,NCT03997812,Treatment
9682,NCT03999684,Treatment
6017,NCT03423394,Treatment
6016,NCT03463239,Treatment
6014,NCT03535688,Treatment
6013,NCT03551678,Treatment
9676,NCT04002063,Treatment
9675,NCT04002102,Treatment
9674,NCT04002362,Treatment
9673,NCT04002440,Treatment
6012,NCT03552705,Treatment
9670,NCT04003987,Treatment
6011,NCT03615196,Treatment
5991,NCT04024878,Treatment
9615,NCT04047602,Treatment
5990,NCT04051242,Treatment
9555,NCT04090528,Treatment
6211,NCT01942837,Treatment
9546,NCT04093050,Treatment
9547,NCT04092777,Treatment
9551,NCT04091022,Treatment
9553,NCT04090775,Treatment
9554,NCT04090684,Treatment
5968,NCT02367521,Treatment
9612,NCT04049227,Treatment
9559,NCT04088357,Treatment
5969,NCT03763747,Treatment
9562,NCT04087213,Treatment
6210,NCT00004045,Treatment
5971,NCT04162847,Treatment
5972,NCT03029884,Treatment
9544,NCT04094857,Treatment
5965,NCT01078909,Treatment
9540,NCT04098744,Treatment
9539,NCT04103060,Treatment
9538,NCT04103385,Treatment
9537,NCT04103619,Treatment
6212,NCT02481310,Treatment
9534,NCT04104321,Treatment
5963,NCT01559688,Treatment
6213,NCT02462733,Treatment
9531,NCT04108858,Treatment
5961,NCT04073225,Treatment
9529,NCT04109924,Treatment
9528,NCT04110236,Treatment
5960,NCT04120584,Treatment
9524,NCT04114942,Treatment
9523,NCT04115644,Treatment
9567,NCT04084093,Treatment
6208,NCT00870285,Treatment
5974,NCT04589611,Treatment
5985,NCT04232670,Treatment
9611,NCT04049331,Treatment
9610,NCT04049643,Treatment
9609,NCT04049669,Treatment
9604,NCT04054687,Treatment
9603,NCT04055012,Treatment
9602,NCT04055168,Treatment
9601,NCT04055623,Treatment
9600,NCT04056013,Treatment
5988,NCT04140708,Treatment
9596,NCT04057365,Treatment
9595,NCT04058145,Treatment
6203,NCT00372073,Treatment
9593,NCT04059107,Treatment
9592,NCT04059523,Treatment
9590,NCT04064190,Treatment
9572,NCT04080570,Treatment
9588,NCT04068649,Treatment
9587,NCT04068857,Treatment
6205,NCT01656889,Treatment
9584,NCT04072445,Treatment
9583,NCT04072458,Treatment
6206,NCT04517396,Treatment
9581,NCT04073212,Treatment
5981,NCT04356859,Treatment
9579,NCT04074343,Treatment
5980,NCT04363164,Treatment
9576,NCT04077190,Treatment
9575,NCT04079179,Treatment
5979,NCT04512105,Treatment
6207,NCT00046475,Treatment
1132,NCT00291551,Treatment
8696,NCT03614949,Treatment
8686,NCT00310895,Treatment
1848,NCT00814905,Treatment
8321,NCT01637129,Treatment
8322,NCT01219647,Treatment
8323,NCT00308971,Treatment
8324,NCT01506323,Treatment
1850,NCT00417001,Treatment
1849,NCT00573599,Treatment
1847,NCT00967915,Treatment
6492,NCT03244475,Treatment
1846,NCT01088178,Treatment
1845,NCT01099605,Treatment
5450,NCT02234011,Treatment
5451,NCT01966302,Treatment
8327,NCT04369742,Treatment
8329,NCT00418314,Treatment
5449,NCT02352480,Treatment
1856,NCT00037219,Treatment
1857,NCT01268189,Treatment
1858,NCT00855153,Treatment
5447,NCT02194088,Treatment
6495,NCT02113410,Treatment
1861,NCT00137319,Treatment
1862,NCT00137254,Treatment
1863,NCT00137215,Treatment
1864,NCT00137202,Treatment
1865,NCT00137163,Treatment
1866,NCT02856802,Treatment
5444,NCT00473239,Treatment
1868,NCT00888745,Treatment
1869,NCT02873299,Treatment
1870,NCT02341079,Treatment
1871,NCT02115919,Treatment
1840,NCT03825783,Treatment
6491,NCT01697267,Treatment
1873,NCT01591408,Treatment
1813,NCT02235961,Treatment
6488,NCT04365270,Treatment
1818,NCT01561352,Treatment
1817,NCT03301298,Treatment
5460,NCT00992264,Treatment
6486,NCT01451359,Treatment
1814,NCT00995917,Treatment
1812,NCT03973177,Treatment
1837,NCT01554644,Treatment
6483,NCT01492348,Treatment
1810,NCT03542435,Treatment
5467,NCT00244361,Treatment
1808,NCT01520038,Treatment
1807,NCT00333203,Treatment
1806,NCT00333268,Treatment
1820,NCT02415621,Treatment
8343,NCT03737318,Treatment
1822,NCT00833716,Treatment
8342,NCT00713050,Treatment
8341,NCT02955537,Treatment
6489,NCT02294318,Treatment
5457,NCT01937468,Treatment
8339,NCT03574584,Treatment
8338,NCT00176982,Treatment
1829,NCT01516255,Treatment
5456,NCT01868672,Treatment
5455,NCT02626949,Treatment
8337,NCT02246075,Treatment
1833,NCT03105973,Treatment
8336,NCT04205539,Treatment
8334,NCT04060030,Treatment
8330,NCT00767806,Treatment
1872,NCT01790477,Treatment
1874,NCT00402129,Treatment
1944,NCT00277667,Treatment
8298,NCT01130506,Treatment
1925,NCT00703508,Treatment
5424,NCT03658499,Treatment
1923,NCT00037206,Treatment
8295,NCT02835729,Treatment
1920,NCT00380445,Treatment
8296,NCT00529308,Treatment
1917,NCT03385057,Treatment
1909,NCT01149759,Treatment
1916,NCT02248688,Treatment
8299,NCT03383666,Treatment
1914,NCT02115724,Treatment
8301,NCT01468896,Treatment
8302,NCT01017640,Treatment
1911,NCT01545570,Treatment
8293,NCT00861627,Treatment
8292,NCT01709110,Treatment
8291,NCT00760279,Treatment
8289,NCT00308386,Treatment
8288,NCT00751270,Treatment
5423,NCT02182115,Treatment
8285,NCT00055861,Treatment
8284,NCT00089154,Treatment
8283,NCT00783172,Treatment
5422,NCT03782480,Treatment
6518,NCT02248090,Treatment
8280,NCT01910402,Treatment
8279,NCT00458042,Treatment
1939,NCT04242173,Treatment
1940,NCT03596203,Treatment
1941,NCT00218517,Treatment
1942,NCT03764683,Treatment
1910,NCT01545232,Treatment
1908,NCT00118898,Treatment
8318,NCT04362189,Treatment
5436,NCT00106041,Treatment
8306,NCT04567394,Treatment
6506,NCT00742222,Treatment
1887,NCT00668447,Treatment
6505,NCT00790374,Treatment
8309,NCT04188106,Treatment
5433,NCT01480167,Treatment
6498,NCT04604821,Treatment
1907,NCT01591655,Treatment
8312,NCT00004375,Treatment
8313,NCT00032760,Treatment
6497,NCT03259646,Treatment
5440,NCT02530619,Treatment
5442,NCT02488915,Treatment
6496,NCT04520984,Treatment
1890,NCT00366301,Treatment
6510,NCT02691247,Treatment
8304,NCT00380068,Treatment
1893,NCT03126331,Treatment
1894,NCT01339390,Treatment
1895,NCT00269555,Treatment
1896,NCT02651714,Treatment
8303,NCT00026221,Treatment
1898,NCT01881503,Treatment
1899,NCT03118297,Treatment
1900,NCT00417573,Treatment
6516,NCT01853384,Treatment
1902,NCT02579057,Treatment
1903,NCT00753480,Treatment
1904,NCT02392364,Treatment
1905,NCT00000418,Treatment
1906,NCT01813227,Treatment
6480,NCT04373967,Treatment
1804,NCT01943084,Treatment
8349,NCT01435616,Treatment
5496,NCT01528878,Treatment
1715,NCT01682902,Treatment
8403,NCT00458211,Treatment
6465,NCT04338334,Treatment
1712,NCT02672735,Treatment
5495,NCT00156390,Treatment
1710,NCT01125553,Treatment
5497,NCT02866721,Treatment
8409,NCT01253161,Treatment
5498,NCT03451773,Treatment
1706,NCT00245882,Treatment
1705,NCT00301444,Treatment
1704,NCT00384371,Treatment
1703,NCT00384579,Treatment
1702,NCT04201028,Treatment
