NCTId,Attribute,Value
NCT01207687,0-50,1
NCT00073853,51-100,1
NCT01169428,51-100,1
NCT02910557,501-1000,1
NCT00468832,501-1000,1
NCT00667810,501-1000,1
NCT00676143,1001-10000,1
NCT00386100,501-1000,1
NCT02887235,0-50,1
NCT00744991,0-50,1
NCT03643978,101-200,1
NCT00785577,201-500,1
NCT00790790,101-200,1
NCT01390220,201-500,1
NCT03850509,0-50,1
NCT01802723,201-500,1
NCT03672461,201-500,1
NCT04113135,0-50,1
NCT02268292,0-50,1
NCT02816294,51-100,1
NCT03272074,0-50,1
NCT00978497,51-100,1
NCT02512445,101-200,1
NCT01999868,101-200,1
NCT00681694,201-500,1
NCT04230967,51-100,1
NCT03755401,51-100,1
NCT03059082,0-50,1
NCT03393637,1001-10000,1
NCT01989273,101-200,1
NCT02298361,10000plus,1
NCT01212848,0-50,1
NCT04178538,51-100,1
NCT04377581,10000plus,1
NCT02225847,0-50,1
NCT03865901,0-50,1
NCT00438594,501-1000,1
NCT03266120,0-50,1
NCT03170297,0-50,1
NCT00731887,0-50,1
NCT03202745,1001-10000,1
NCT03677674,0-50,1
NCT01968590,201-500,1
NCT03289130,1001-10000,1
NCT03000374,0-50,1
NCT03753360,51-100,1
NCT00732173,51-100,1
NCT03935282,501-1000,1
NCT03502096,51-100,1
NCT03478553,501-1000,1
NCT01067287,0-50,1
NCT04053842,0-50,1
NCT01942746,51-100,1
NCT01489215,101-200,1
NCT00571038,201-500,1
NCT02052037,0-50,1
NCT00162435,201-500,1
NCT03406013,201-500,1
NCT02910934,1001-10000,1
NCT00208572,101-200,1
NCT02170246,0-50,1
NCT04016909,0-50,1
NCT00399529,0-50,1
NCT02721147,51-100,1
NCT04055181,201-500,1
NCT01145443,1001-10000,1
NCT03371225,101-200,1
NCT02272959,51-100,1
NCT02088671,51-100,1
NCT04377412,1001-10000,1
NCT01746264,0-50,1
NCT03198754,51-100,1
NCT00859716,51-100,1
NCT02764528,0-50,1
NCT04379414,201-500,1
NCT02843178,201-500,1
NCT01910493,1001-10000,1
NCT01569191,0-50,1
NCT04133766,1001-10000,1
NCT03555435,51-100,1
NCT04044235,1001-10000,1
NCT01539005,201-500,1
NCT00775866,51-100,1
NCT00201929,201-500,1
NCT04244799,51-100,1
NCT04160169,0-50,1
NCT04115813,201-500,1
NCT01668992,501-1000,1
NCT00829114,201-500,1
NCT00138047,51-100,1
NCT00115271,1001-10000,1
NCT01672840,101-200,1
NCT03916796,0-50,1
NCT04248088,51-100,1
NCT03541941,101-200,1
NCT00901979,501-1000,1
NCT03158558,0-50,1
NCT03413709,501-1000,1
NCT02847962,1001-10000,1
NCT03794999,501-1000,1
NCT03210415,1001-10000,1
NCT03774602,1001-10000,1
NCT00707785,201-500,1
NCT00470158,501-1000,1
NCT00441298,501-1000,1
NCT00136370,1001-10000,1
NCT04169269,101-200,1
NCT02127281,101-200,1
NCT03308812,101-200,1
NCT00858988,101-200,1
NCT04012749,1001-10000,1
NCT01624337,201-500,1
NCT02008058,201-500,1
NCT00537173,0-50,1
NCT03453866,51-100,1
NCT03529695,201-500,1
NCT04312334,0-50,1
NCT04092114,201-500,1
NCT03255941,201-500,1
NCT02775929,1001-10000,1
NCT01413126,0-50,1
NCT01177072,201-500,1
NCT02944149,1001-10000,1
NCT03971435,1001-10000,1
NCT02927249,1001-10000,1
NCT02870205,1001-10000,1
NCT02737761,0-50,1
NCT04287075,0-50,1
NCT01138917,101-200,1
NCT04098419,101-200,1
NCT03441867,201-500,1
NCT02050165,0-50,1
NCT01597518,201-500,1
NCT00876889,0-50,1
NCT02277418,101-200,1
NCT02336048,0-50,1
NCT02221869,101-200,1
NCT04373460,1001-10000,1
NCT00727506,101-200,1
NCT00283153,51-100,1
NCT00208585,51-100,1
NCT01080833,0-50,1
NCT02976389,1001-10000,1
NCT00605163,501-1000,1
NCT01522768,0-50,1
NCT03594734,51-100,1
NCT03698279,501-1000,1
NCT04201613,101-200,1
NCT04072757,51-100,1
NCT04393246,1001-10000,1
NCT02066441,101-200,1
NCT03325062,101-200,1
NCT01957813,501-1000,1
NCT02599961,0-50,1
NCT01770743,101-200,1
NCT02058342,101-200,1
NCT04023487,201-500,1
NCT02963922,201-500,1
NCT03399786,51-100,1
NCT02260856,101-200,1
NCT03334266,201-500,1
NCT00198822,10000plus,1
NCT00256750,501-1000,1
NCT04060342,201-500,1
NCT03798548,101-200,1
NCT03461120,201-500,1
NCT04484649,51-100,1
NCT03250364,51-100,1
NCT00860470,10000plus,1
NCT01927523,1001-10000,1
NCT00706394,51-100,1
NCT01848184,101-200,1
NCT01412541,501-1000,1
NCT01495923,101-200,1
NCT03136484,501-1000,1
NCT04243265,0-50,1
NCT01102972,201-500,1
NCT02216123,201-500,1
NCT00002090,0-50,1
NCT02849080,501-1000,1
NCT02431208,201-500,1
NCT03376633,1001-10000,1
NCT03208686,0-50,1
NCT00742859,501-1000,1
NCT01352637,101-200,1
NCT00857324,0-50,1
NCT00094302,1001-10000,1
NCT01085136,1001-10000,1
NCT01299272,1001-10000,1
NCT00744679,0-50,1
NCT00841126,501-1000,1
NCT02607865,1001-10000,1
NCT01374906,101-200,1
NCT02711267,0-50,1
NCT00415168,51-100,1
NCT01619930,201-500,1
NCT01504308,0-50,1
NCT01775995,0-50,1
NCT01702805,1001-10000,1
NCT02182180,1001-10000,1
NCT02143973,101-200,1
NCT04378309,51-100,1
NCT04281264,51-100,1
NCT00827112,101-200,1
NCT03872375,101-200,1
NCT03191253,101-200,1
NCT01615237,1001-10000,1
NCT04345393,1001-10000,1
NCT02229851,201-500,1
NCT02143648,201-500,1
NCT01153386,0-50,1
NCT01165476,51-100,1
NCT02131272,0-50,1
NCT00616083,101-200,1
NCT01421303,51-100,1
NCT00956631,51-100,1
NCT01313208,201-500,1
NCT02006719,201-500,1
NCT03014414,201-500,1
NCT00773734,201-500,1
NCT02386098,51-100,1
NCT02697422,201-500,1
NCT01632241,501-1000,1
NCT04137250,0-50,1
NCT04465708,201-500,1
NCT03862963,101-200,1
NCT03828201,0-50,1
NCT02103296,201-500,1
NCT03328572,0-50,1
NCT02476253,201-500,1
NCT03823898,101-200,1
NCT00933270,201-500,1
NCT00337467,51-100,1
NCT01687153,501-1000,1
NCT03744507,501-1000,1
NCT00248040,51-100,1
NCT04027218,51-100,1
NCT03751124,201-500,1
NCT01906515,101-200,1
NCT02017548,201-500,1
NCT03817736,0-50,1
NCT00823979,101-200,1
NCT03563040,0-50,1
NCT00033722,0-50,1
NCT03511443,1001-10000,1
NCT01393626,201-500,1
NCT00855075,0-50,1
NCT01470599,101-200,1
NCT01779414,101-200,1
NCT03944395,1001-10000,1
NCT03880006,501-1000,1
NCT03371186,10000plus,1
NCT03135366,1001-10000,1
NCT02383602,1001-10000,1
NCT02271074,1001-10000,1
NCT02071563,1001-10000,1
NCT01389219,1001-10000,1
NCT00002305,0-50,1
NCT00002074,0-50,1
NCT00002306,0-50,1
NCT03124277,101-200,1
NCT02415595,201-500,1
NCT03884816,501-1000,1
NCT00272779,1001-10000,1
NCT01665690,10000plus,1
NCT02359097,51-100,1
NCT02848235,201-500,1
NCT04216030,0-50,1
NCT04119375,10000plus,1
NCT04034381,1001-10000,1
NCT03631719,201-500,1
NCT03455127,51-100,1
NCT03271307,1001-10000,1
NCT03064620,10000plus,1
NCT01856673,501-1000,1
NCT01072279,10000plus,1
NCT00537654,51-100,1
NCT00719563,201-500,1
NCT00223509,0-50,1
NCT00956813,201-500,1
NCT01006018,0-50,1
NCT01483469,51-100,1
NCT01256294,51-100,1
NCT02463968,0-50,1
NCT03141567,51-100,1
NCT03932799,1001-10000,1
NCT00072046,501-1000,1
NCT02348645,101-200,1
NCT02615470,101-200,1
NCT01107626,1001-10000,1
NCT00265850,1001-10000,1
NCT00134056,1001-10000,1
NCT02331368,0-50,1
NCT00075946,501-1000,1
NCT00008385,1001-10000,1
NCT00053898,1001-10000,1
NCT01316055,0-50,1
NCT03984747,201-500,1
NCT00382070,1001-10000,1
NCT03567018,51-100,1
NCT01011478,201-500,1
NCT00041119,1001-10000,1
NCT00869206,1001-10000,1
NCT03360799,101-200,1
NCT00058357,0-50,1
NCT00110084,0-50,1
NCT00040885,51-100,1
NCT00087178,1001-10000,1
NCT00365105,201-500,1
NCT01439945,201-500,1
NCT01376349,201-500,1
NCT01091454,0-50,1
NCT01009918,201-500,1
NCT00489411,201-500,1
NCT00081250,201-500,1
NCT00531817,501-1000,1
NCT00124618,51-100,1
NCT00079118,51-100,1
NCT00316836,501-1000,1
NCT04390009,0-50,1
NCT01099449,201-500,1
NCT03527186,51-100,1
NCT03991182,10000plus,1
NCT03343158,1001-10000,1
NCT00075686,501-1000,1
NCT00689728,51-100,1
NCT00016406,201-500,1
NCT00874211,1001-10000,1
NCT00040937,101-200,1
NCT02865187,51-100,1
NCT00088764,201-500,1
NCT01124695,201-500,1
NCT00450281,501-1000,1
NCT03341858,201-500,1
NCT01385137,201-500,1
NCT02169024,1001-10000,1
NCT00087399,101-200,1
NCT00085501,201-500,1
NCT01641809,201-500,1
NCT01515800,501-1000,1
NCT00880191,201-500,1
NCT00776100,0-50,1
NCT00268489,0-50,1
NCT00217620,51-100,1
NCT00775645,201-500,1
NCT00124579,0-50,1
NCT00096031,51-100,1
NCT00113399,0-50,1
NCT02940301,0-50,1
NCT02760030,0-50,1
NCT00748098,101-200,1
NCT02795104,1001-10000,1
NCT01980979,0-50,1
NCT04032106,1001-10000,1
NCT00122447,51-100,1
NCT00872989,101-200,1
NCT00369785,101-200,1
NCT00121186,0-50,1
NCT03537729,101-200,1
NCT01686087,101-200,1
NCT01058395,0-50,1
NCT02132650,0-50,1
NCT02831582,101-200,1
NCT01177137,101-200,1
NCT04498975,101-200,1
NCT02949128,51-100,1
NCT03010644,101-200,1
NCT00483028,0-50,1
NCT01437852,0-50,1
NCT01431573,0-50,1
NCT01839708,501-1000,1
NCT02715206,1001-10000,1
NCT03701711,0-50,1
NCT04026295,51-100,1
NCT03736382,0-50,1
NCT03896165,0-50,1
NCT02912078,101-200,1
NCT02193984,201-500,1
NCT03176004,501-1000,1
NCT00004048,0-50,1
NCT02293824,0-50,1
NCT01695291,0-50,1
NCT04075877,51-100,1
NCT00043745,201-500,1
NCT02162927,0-50,1
NCT04387734,51-100,1
NCT02160847,0-50,1
NCT00742781,0-50,1
NCT03343106,51-100,1
NCT01025674,1001-10000,1
NCT01929122,0-50,1
NCT01515072,201-500,1
NCT01614353,0-50,1
NCT01964404,201-500,1
NCT02593474,0-50,1
NCT02255474,201-500,1
NCT04080128,201-500,1
NCT03625570,0-50,1
NCT01048619,0-50,1
NCT01112709,101-200,1
NCT01505257,201-500,1
NCT02077907,1001-10000,1
NCT02407093,101-200,1
NCT03771417,0-50,1
NCT02994654,0-50,1
NCT02836990,51-100,1
NCT01109576,0-50,1
NCT01337232,0-50,1
NCT00358254,501-1000,1
NCT00061906,0-50,1
NCT01898299,51-100,1
NCT02113514,1001-10000,1
NCT02763150,201-500,1
NCT01408147,201-500,1
NCT03389750,0-50,1
NCT02251743,101-200,1
NCT02864160,101-200,1
NCT02144649,0-50,1
NCT01147614,101-200,1
NCT01818739,201-500,1
NCT03710109,101-200,1
NCT01530321,201-500,1
NCT04464993,201-500,1
NCT01857440,0-50,1
NCT02103660,101-200,1
NCT02272998,0-50,1
NCT01959217,101-200,1
NCT00604214,1001-10000,1
NCT01155830,0-50,1
NCT00599599,51-100,1
NCT02197390,1001-10000,1
NCT04332172,201-500,1
NCT04083690,101-200,1
NCT02641990,0-50,1
NCT03555331,201-500,1
NCT03665675,0-50,1
NCT03015896,101-200,1
NCT02184494,0-50,1
NCT00167921,0-50,1
NCT03874793,51-100,1
NCT02967016,0-50,1
NCT00124943,101-200,1
NCT01389544,0-50,1
NCT01167270,201-500,1
NCT01713972,0-50,1
NCT02371317,101-200,1
NCT00397735,51-100,1
NCT00395499,0-50,1
NCT02858778,101-200,1
NCT01052220,101-200,1
NCT00936390,1001-10000,1
NCT02571478,201-500,1
NCT03893708,0-50,1
NCT03489434,0-50,1
NCT02036905,0-50,1
NCT02337296,51-100,1
NCT03481049,201-500,1
NCT02952352,51-100,1
NCT02825771,1001-10000,1
NCT04294966,0-50,1
NCT03790358,0-50,1
NCT03772210,51-100,1
NCT03582566,101-200,1
NCT00876226,0-50,1
NCT00336089,51-100,1
NCT03887793,0-50,1
NCT02219399,501-1000,1
NCT01537068,51-100,1
NCT04106882,51-100,1
NCT02088177,0-50,1
NCT00302055,51-100,1
NCT04043936,201-500,1
NCT03694418,1001-10000,1
NCT03312387,0-50,1
NCT01858311,201-500,1
NCT02759172,501-1000,1
NCT02981160,0-50,1
NCT00679666,0-50,1
NCT01683227,501-1000,1
NCT04441307,201-500,1
NCT02424526,0-50,1
NCT03730259,501-1000,1
NCT03637296,51-100,1
NCT03769740,201-500,1
NCT00404274,51-100,1
NCT04007913,0-50,1
NCT00004409,0-50,1
NCT01980771,501-1000,1
NCT02213029,0-50,1
NCT01469663,0-50,1
NCT01017523,201-500,1
NCT01276600,0-50,1
NCT01460940,0-50,1
NCT00537043,0-50,1
NCT00148031,101-200,1
NCT00481182,0-50,1
NCT03599193,51-100,1
NCT01447602,0-50,1
NCT00000273,0-50,1
NCT01223404,0-50,1
NCT02566317,501-1000,1
NCT00760812,51-100,1
NCT01184755,201-500,1
NCT03711500,0-50,1
NCT03205709,51-100,1
NCT04212351,51-100,1
NCT02853435,0-50,1
NCT03246113,0-50,1
NCT02140775,101-200,1
NCT01141049,0-50,1
NCT00004084,0-50,1
NCT03325946,201-500,1
NCT03168529,101-200,1
NCT00017199,0-50,1
NCT00568308,501-1000,1
NCT01545934,201-500,1
NCT01812005,0-50,1
NCT03097016,0-50,1
NCT00738920,201-500,1
NCT00389493,51-100,1
NCT00427128,501-1000,1
NCT03353922,0-50,1
NCT00045903,101-200,1
NCT02256085,0-50,1
NCT01401023,0-50,1
NCT03569059,101-200,1
NCT04390243,0-50,1
NCT00700791,101-200,1
NCT00482963,0-50,1
NCT00320749,0-50,1
NCT02303392,51-100,1
NCT03523507,51-100,1
NCT01958437,0-50,1
NCT01535924,0-50,1
NCT00417976,0-50,1
NCT01856049,501-1000,1
NCT01846845,0-50,1
NCT01839123,0-50,1
NCT02992522,51-100,1
NCT00694044,0-50,1
NCT01814501,0-50,1
NCT02077959,0-50,1
NCT02049541,0-50,1
NCT03446833,0-50,1
NCT00414323,0-50,1
NCT00917085,51-100,1
NCT02422940,201-500,1
NCT00125580,0-50,1
NCT02022657,51-100,1
NCT02266576,201-500,1
NCT01343056,101-200,1
NCT02025439,0-50,1
NCT01632202,201-500,1
NCT01996865,501-1000,1
NCT04501536,101-200,1
NCT01889758,51-100,1
NCT00826605,101-200,1
NCT04470544,201-500,1
NCT01492738,51-100,1
NCT00004494,0-50,1
NCT00170079,201-500,1
NCT02436616,0-50,1
NCT02313181,201-500,1
NCT03057119,0-50,1
NCT00542113,1001-10000,1
NCT03003949,201-500,1
NCT03278340,10000plus,1
NCT03865758,51-100,1
NCT04189523,51-100,1
NCT03181022,101-200,1
NCT00520208,0-50,1
NCT03313375,0-50,1
NCT02191306,51-100,1
NCT03459118,501-1000,1
NCT00271739,1001-10000,1
NCT01882439,201-500,1
NCT01297062,51-100,1
NCT01880372,0-50,1
NCT03557294,201-500,1
NCT02147613,0-50,1
NCT03202277,101-200,1
NCT03227575,0-50,1
NCT03065426,101-200,1
NCT00968773,51-100,1
NCT00126152,201-500,1
NCT02021578,201-500,1
NCT00220714,51-100,1
NCT00775476,201-500,1
NCT00759733,0-50,1
NCT04204447,101-200,1
NCT03810365,101-200,1
NCT02257099,0-50,1
NCT00879996,51-100,1
NCT03740139,1001-10000,1
NCT03344419,101-200,1
NCT02255357,0-50,1
NCT01811940,101-200,1
NCT03130699,201-500,1
NCT00176462,51-100,1
NCT00676793,0-50,1
NCT03511001,101-200,1
NCT04363450,1001-10000,1
NCT00784849,51-100,1
NCT00736268,501-1000,1
NCT01658228,51-100,1
NCT00332228,101-200,1
NCT04492462,101-200,1
NCT04420988,0-50,1
NCT04150055,51-100,1
NCT03112720,201-500,1
NCT03028948,501-1000,1
NCT02688192,0-50,1
NCT02637427,101-200,1
NCT01810640,0-50,1
NCT01742338,101-200,1
NCT01649947,0-50,1
NCT01417286,51-100,1
NCT02812147,0-50,1
NCT01250938,0-50,1
NCT01100268,0-50,1
NCT02717754,51-100,1
NCT03634397,51-100,1
NCT00067353,201-500,1
NCT00514449,0-50,1
NCT00515177,0-50,1
NCT03223337,0-50,1
NCT03840096,201-500,1
NCT00079456,0-50,1
NCT04491591,201-500,1
NCT03872856,201-500,1
NCT03584945,101-200,1
NCT03917979,0-50,1
NCT00380679,0-50,1
NCT04117022,0-50,1
NCT03170700,501-1000,1
NCT02333045,0-50,1
NCT00874575,51-100,1
NCT03069352,201-500,1
NCT02074254,201-500,1
NCT00737321,51-100,1
NCT02929485,0-50,1
NCT00941876,501-1000,1
NCT01240616,0-50,1
NCT00458042,0-50,1
NCT01910402,201-500,1
NCT02551640,201-500,1
NCT02387281,51-100,1
NCT00783172,0-50,1
NCT00089154,0-50,1
NCT00055861,0-50,1
NCT03817931,0-50,1
NCT00605189,0-50,1
NCT00751270,0-50,1
NCT00308386,501-1000,1
NCT00608036,501-1000,1
NCT00760279,0-50,1
NCT01709110,1001-10000,1
NCT00861627,0-50,1
NCT03280836,0-50,1
NCT02835729,51-100,1
NCT00529308,0-50,1
NCT04206787,501-1000,1
NCT01130506,0-50,1
NCT03383666,101-200,1
NCT00917007,101-200,1
NCT01468896,0-50,1
NCT01017640,0-50,1
NCT00026221,51-100,1
NCT00380068,201-500,1
NCT03367845,1001-10000,1
NCT04567394,501-1000,1
NCT04208685,201-500,1
NCT02429479,501-1000,1
NCT04188106,0-50,1
NCT03482440,0-50,1
NCT04097353,51-100,1
NCT00004375,0-50,1
NCT00032760,101-200,1
NCT03404219,0-50,1
NCT03637972,201-500,1
NCT02037750,101-200,1
NCT03717233,0-50,1
NCT04362189,51-100,1
NCT04514471,51-100,1
NCT01657422,501-1000,1
NCT01637129,0-50,1
NCT01219647,0-50,1
NCT00308971,51-100,1
NCT01506323,101-200,1
NCT00760474,0-50,1
NCT03206775,1001-10000,1
NCT04369742,501-1000,1
NCT01185990,0-50,1
NCT00418314,1001-10000,1
NCT00767806,201-500,1
NCT01772290,51-100,1
NCT01928758,201-500,1
NCT01928719,201-500,1
NCT04060030,51-100,1
NCT02740998,0-50,1
NCT04205539,0-50,1
NCT02246075,0-50,1
NCT00176982,0-50,1
NCT03574584,0-50,1
NCT04254562,101-200,1
NCT02955537,101-200,1
NCT00713050,0-50,1
NCT03737318,101-200,1
NCT04427527,1001-10000,1
NCT02349555,0-50,1
NCT03848312,1001-10000,1
NCT01506206,51-100,1
NCT01527617,51-100,1
NCT01435616,1001-10000,1
NCT02558855,51-100,1
NCT01306201,51-100,1
NCT02028286,0-50,1
NCT00704912,201-500,1
NCT03672240,0-50,1
NCT00002251,0-50,1
NCT02482935,0-50,1
NCT01196169,0-50,1
NCT00007527,501-1000,1
NCT00271921,0-50,1
NCT00074802,101-200,1
NCT02541032,201-500,1
NCT01783327,101-200,1
NCT01046214,0-50,1
NCT04474405,0-50,1
NCT00947206,501-1000,1
NCT04548596,201-500,1
NCT03774186,0-50,1
NCT02366754,51-100,1
NCT01096628,101-200,1
NCT01226277,0-50,1
NCT03249103,0-50,1
NCT01431027,0-50,1
NCT03929939,0-50,1
NCT02973594,0-50,1
NCT01626417,0-50,1
NCT02149823,101-200,1
NCT01891383,0-50,1
NCT04418934,0-50,1
NCT01511432,51-100,1
NCT03458013,0-50,1
NCT00938782,51-100,1
NCT03342872,51-100,1
NCT01081080,0-50,1
NCT01552356,51-100,1
NCT02792296,51-100,1
NCT01537887,51-100,1
NCT00504023,0-50,1
NCT04300049,0-50,1
NCT01422135,0-50,1
NCT00496483,51-100,1
NCT02860442,501-1000,1
NCT00002009,0-50,1
NCT02808598,1001-10000,1
NCT00002381,0-50,1
NCT03921242,10000plus,1
NCT02693327,51-100,1
NCT02037568,101-200,1
NCT02706964,0-50,1
NCT01838356,101-200,1
NCT02309580,0-50,1
NCT00599794,51-100,1
NCT03461783,0-50,1
NCT00458211,0-50,1
NCT00361075,101-200,1
NCT03781154,101-200,1
NCT04372823,201-500,1
NCT02708069,51-100,1
NCT01324999,0-50,1
NCT01253161,0-50,1
NCT00484640,201-500,1
NCT03649958,101-200,1
NCT03832933,101-200,1
NCT02342795,501-1000,1
NCT01162369,0-50,1
NCT03806751,0-50,1
NCT02874989,0-50,1
NCT01824511,201-500,1
NCT00914108,0-50,1
NCT02121652,51-100,1
NCT02944578,0-50,1
NCT00553319,101-200,1
NCT00069433,51-100,1
NCT00006172,0-50,1
NCT01729299,0-50,1
NCT01495858,201-500,1
NCT00462683,51-100,1
NCT01280591,501-1000,1
NCT03613038,101-200,1
NCT00224419,101-200,1
NCT02808702,51-100,1
NCT01436214,51-100,1
NCT01698112,0-50,1
NCT01552213,51-100,1
NCT03885232,501-1000,1
NCT02802774,101-200,1
NCT03333252,201-500,1
NCT00679289,0-50,1
NCT02527980,201-500,1
NCT02511301,101-200,1
NCT04247555,201-500,1
NCT00621530,51-100,1
NCT01135095,101-200,1
NCT00775788,0-50,1
NCT00120614,201-500,1
NCT01527955,0-50,1
NCT04357964,51-100,1
NCT04294264,0-50,1
NCT04253483,0-50,1
NCT03937687,51-100,1
NCT03677739,1001-10000,1
NCT03233555,501-1000,1
NCT02295540,0-50,1
NCT01032590,0-50,1
NCT01001429,51-100,1
NCT00496366,0-50,1
NCT01280500,1001-10000,1
NCT02621944,0-50,1
NCT02399215,0-50,1
NCT04309370,0-50,1
NCT02321644,0-50,1
NCT00566670,101-200,1
NCT03900754,101-200,1
NCT01244568,201-500,1
NCT00581295,51-100,1
NCT00408200,101-200,1
NCT00574769,0-50,1
NCT01582451,201-500,1
NCT02415751,51-100,1
NCT00760383,51-100,1
NCT00731588,101-200,1
NCT01258244,101-200,1
NCT03533829,0-50,1
NCT00642590,201-500,1
NCT01804452,101-200,1
NCT01719679,1001-10000,1
NCT00973518,101-200,1
NCT00788632,10000plus,1
NCT02929667,0-50,1
NCT01625793,0-50,1
NCT01797497,51-100,1
NCT02710318,10000plus,1
NCT00771589,0-50,1
NCT04232657,0-50,1
NCT01790438,501-1000,1
NCT03933345,501-1000,1
NCT03055598,0-50,1
NCT00590148,0-50,1
NCT00063804,0-50,1
NCT02219906,0-50,1
NCT00846872,0-50,1
NCT03778177,51-100,1
NCT01245673,0-50,1
NCT01008241,201-500,1
NCT01264718,201-500,1
NCT01236586,0-50,1
NCT02508935,0-50,1
NCT02700542,201-500,1
NCT02224352,51-100,1
NCT00993590,201-500,1
NCT03841682,101-200,1
NCT03582683,201-500,1
NCT01174290,51-100,1
NCT00359580,101-200,1
NCT01618461,101-200,1
NCT00846534,51-100,1
NCT01490697,0-50,1
NCT00014950,0-50,1
NCT01182727,0-50,1
NCT01239368,0-50,1
NCT04473729,0-50,1
NCT03406260,0-50,1
NCT01012180,201-500,1
NCT03849716,201-500,1
NCT00030940,0-50,1
NCT01352286,0-50,1
NCT02133209,51-100,1
NCT01240993,51-100,1
NCT03602456,10000plus,1
NCT03372811,51-100,1
NCT04258332,201-500,1
NCT04018092,101-200,1
NCT03581877,101-200,1
NCT03731598,0-50,1
NCT01041170,0-50,1
NCT00342966,0-50,1
NCT00587496,51-100,1
NCT00723203,0-50,1
NCT01978080,0-50,1
NCT02080975,0-50,1
NCT00511901,0-50,1
NCT00284453,51-100,1
NCT01439750,0-50,1
NCT02605200,201-500,1
NCT01908517,501-1000,1
NCT00626457,201-500,1
NCT02290938,101-200,1
NCT02328690,51-100,1
NCT04170062,101-200,1
NCT03745040,51-100,1
NCT01557621,10000plus,1
NCT03199196,101-200,1
NCT00981253,101-200,1
NCT03674944,201-500,1
NCT03267043,101-200,1
NCT04580810,101-200,1
NCT01028911,0-50,1
NCT01588457,101-200,1
NCT04231851,0-50,1
NCT01721057,501-1000,1
NCT01839396,201-500,1
NCT01711359,501-1000,1
NCT01710358,1001-10000,1
NCT03135249,0-50,1
NCT00268242,0-50,1
NCT03560232,0-50,1
NCT00644566,101-200,1
NCT03281161,1001-10000,1
NCT04401904,0-50,1
NCT04051229,0-50,1
NCT02656212,0-50,1
NCT03622697,51-100,1
NCT01975857,51-100,1
NCT03398902,101-200,1
NCT02835495,101-200,1
NCT01307137,51-100,1
NCT02187055,1001-10000,1
NCT02906241,201-500,1
NCT04502524,0-50,1
NCT02247765,0-50,1
NCT02133846,0-50,1
NCT03001024,51-100,1
NCT02189876,201-500,1
NCT03574974,51-100,1
NCT03483441,0-50,1
NCT02461706,0-50,1
NCT02553161,201-500,1
NCT00749944,101-200,1
NCT02765906,101-200,1
NCT01428258,0-50,1
NCT01859000,51-100,1
NCT00266864,0-50,1
NCT04471337,0-50,1
NCT04454424,0-50,1
NCT01481779,201-500,1
NCT02700698,0-50,1
NCT00000798,0-50,1
NCT01800318,101-200,1
NCT02360644,101-200,1
NCT01698983,0-50,1
NCT00245453,0-50,1
NCT00490945,0-50,1
NCT04278235,0-50,1
NCT03317795,101-200,1
NCT03581136,51-100,1
NCT02079766,0-50,1
NCT03277573,0-50,1
NCT00200096,101-200,1
NCT03051997,201-500,1
NCT01503307,0-50,1
NCT00873366,51-100,1
NCT04234568,0-50,1
NCT01359319,0-50,1
NCT01237106,0-50,1
NCT00176722,0-50,1
NCT00046813,51-100,1
NCT00407615,0-50,1
NCT00228046,0-50,1
NCT01752608,0-50,1
NCT03200366,501-1000,1
NCT01066949,101-200,1
NCT03653637,201-500,1
NCT01502761,0-50,1
NCT01312181,201-500,1
NCT00253448,0-50,1
NCT01644812,0-50,1
NCT03854032,0-50,1
NCT03219307,0-50,1
NCT02538614,0-50,1
NCT01703507,0-50,1
NCT00460278,51-100,1
NCT04563520,0-50,1
NCT03616171,0-50,1
NCT04313504,0-50,1
NCT04207060,0-50,1
NCT03310918,201-500,1
NCT01841333,0-50,1
NCT01007552,0-50,1
NCT00000398,101-200,1
NCT01700036,0-50,1
NCT01979055,101-200,1
NCT00151047,0-50,1
NCT02088749,51-100,1
NCT01672684,0-50,1
NCT02019667,0-50,1
NCT00833898,201-500,1
NCT00779363,0-50,1
NCT03608085,51-100,1
NCT00619671,0-50,1
NCT02111525,101-200,1
NCT00766051,0-50,1
NCT02726438,0-50,1
NCT03502681,0-50,1
NCT03932032,201-500,1
NCT01257802,0-50,1
NCT00995696,501-1000,1
NCT00870324,0-50,1
NCT03238456,201-500,1
NCT01468987,1001-10000,1
NCT01733017,101-200,1
NCT03003221,101-200,1
NCT03229057,201-500,1
NCT04305457,51-100,1
NCT03494166,201-500,1
NCT01222689,0-50,1
NCT00882583,0-50,1
NCT00422097,0-50,1
NCT01749384,0-50,1
NCT00948467,51-100,1
NCT03592264,101-200,1
NCT00828100,501-1000,1
NCT03629678,0-50,1
NCT01208142,0-50,1
NCT00939055,101-200,1
NCT02415764,0-50,1
NCT02344537,0-50,1
NCT00258752,51-100,1
NCT01773239,0-50,1
NCT03456804,0-50,1
NCT01505868,101-200,1
NCT00678769,51-100,1
NCT04042909,501-1000,1
NCT04230499,0-50,1
NCT00944060,0-50,1
NCT00764517,51-100,1
NCT00885963,51-100,1
NCT01515475,201-500,1
NCT03071406,0-50,1
NCT02829931,0-50,1
NCT02513563,51-100,1
NCT01902225,0-50,1
NCT00963807,0-50,1
NCT02352103,101-200,1
NCT02086604,0-50,1
NCT03315507,0-50,1
NCT00002940,0-50,1
NCT00310895,51-100,1
NCT00870207,101-200,1
NCT04159896,0-50,1
NCT02520115,0-50,1
NCT00410904,51-100,1
